model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
MobileNet,Cifar10|epochs200_pretrain200,Original,DeepFool,MobileNet (Original),3217226,0.8013,0.1418,0.1418,0.1987,0.8582,0.8582,0.6595,0.8230375639585673,0.1769624360414327
MobileNet,Cifar10|epochs3_pretrain3,Original,DeepFool,MobileNet (Original),3217226,0.372,0.0476,0.0476,0.628,0.9524,0.9524,0.3244,0.8720430107526882,0.12795698924731183
MobileNet,Cifar10|epochs100_pretrain300,Original,DeepFool,MobileNet (Original),3217226,0.7836,0.1432,0.1432,0.21640000000000004,0.8568,0.8568,0.6404,0.8172537008677897,0.1827462991322103
