model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
VGG16,Cifar100|epochs100_pretrain300,Finetuned,DeepFool,VGG16 (Finetuned),22623396,0.6785,0.0959,0.0959,0.3215,0.9041,0.9041,0.5826,0.8586588061901252,0.14134119380987473
VGG16,Cifar100|epochs3_pretrain3,Finetuned,DeepFool,VGG16 (Finetuned),22262180,0.3241,0.0279,0.0279,0.6759,0.9721,0.9721,0.2962,0.9139154581919161,0.08608454180808393
VGG16,Cifar100|epochs200_pretrain200,Original,DeepFool,VGG16 (Original),34031780,0.6072,0.0649,0.0649,0.39280000000000004,0.9351,0.9351,0.5423,0.8931159420289856,0.1068840579710145
VGG16,Cifar100|epochs100_pretrain300,Original,DeepFool,VGG16 (Original),34031780,0.5486,0.0553,0.0553,0.4514,0.9447,0.9447,0.49329999999999996,0.8991979584396645,0.10080204156033541
VGG16,Cifar100|epochs300_pretrain100,Original,DeepFool,VGG16 (Original),34031780,0.6195,0.0696,0.0696,0.38049999999999995,0.9304,0.9304,0.5499,0.8876513317191284,0.11234866828087166
VGG16,Cifar100|epochs3_pretrain3,Original,DeepFool,VGG16 (Original),34031780,0.0886,0.0053,0.0053,0.9114,0.9947,0.9947,0.0833,0.9401805869074492,0.05981941309255079
