model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100|epochs3_pretrain3,Finetuned,PGD,XceptionNet (Finetuned),11377900,0.3614,0.0259,0.0259,0.6386000000000001,0.9741,0.9741,0.3355,0.9283342556723853,0.07166574432761483
XceptionNet,Cifar100|epochs100_pretrain300,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.601,0.0865,0.0865,0.399,0.9135,0.9135,0.5145,0.8560732113144758,0.1439267886855241
XceptionNet,Cifar100|epochs300_pretrain100,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.6048,0.0699,0.0699,0.3952,0.9301,0.9301,0.5349,0.8844246031746033,0.11557539682539683
XceptionNet,Cifar100|epochs200_pretrain200,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.6003,0.0832,0.0832,0.39970000000000006,0.9168000000000001,0.9168000000000001,0.5170999999999999,0.8614026320173246,0.13859736798267533
XceptionNet,Cifar100|epochs3_pretrain3,Original,PGD,XceptionNet (Original),21011852,0.3035,0.0224,0.0224,0.6965,0.9776,0.9776,0.2811,0.9261943986820429,0.07380560131795717
XceptionNet,Cifar100|epochs100_pretrain300,Original,PGD,XceptionNet (Original),21011852,0.5918,0.0728,0.0728,0.4082,0.9272,0.9272,0.519,0.8769854680635351,0.12301453193646503
XceptionNet,Cifar100|epochs300_pretrain100,Original,PGD,XceptionNet (Original),21011852,0.5984,0.0911,0.0911,0.40159999999999996,0.9089,0.9089,0.5073000000000001,0.8477606951871659,0.1522393048128342
XceptionNet,Cifar100|epochs200_pretrain200,Original,PGD,XceptionNet (Original),21011852,0.5974,0.0824,0.0824,0.40259999999999996,0.9176,0.9176,0.515,0.8620689655172413,0.13793103448275862
