model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,Cifar10,Finetuned,BIM,RegNetX_400MF (Finetuned),3997610,0.7868,0.5391,0.5391,0.21319999999999995,0.4609,0.4609,0.24770000000000003,0.3148195221148958,0.6851804778851042
RegNetX_400MF,Cifar10,Original,BIM,RegNetX_400MF (Original),4776362,0.7169,0.3825,0.3825,0.2831,0.6174999999999999,0.6174999999999999,0.3344,0.46645278281489744,0.5335472171851026
