model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100|epochs3_pretrain3,Finetuned,CW,XceptionNet (Finetuned),11377900,0.3614,0.0044,0.0044,0.6386000000000001,0.9956,0.9956,0.357,0.987825124515772,0.012174875484228003
XceptionNet,Cifar100|epochs100_pretrain300,Finetuned,CW,XceptionNet (Finetuned),13481196,0.601,0.0053,0.0053,0.399,0.9947,0.9947,0.5957,0.9911813643926789,0.008818635607321133
XceptionNet,Cifar100|epochs300_pretrain100,Finetuned,CW,XceptionNet (Finetuned),13481196,0.6048,0.0026,0.0026,0.3952,0.9974,0.9974,0.6022,0.9957010582010581,0.004298941798941799
XceptionNet,Cifar100|epochs200_pretrain200,Finetuned,CW,XceptionNet (Finetuned),13481196,0.6003,0.0036,0.0036,0.39970000000000006,0.9964,0.9964,0.5966999999999999,0.9940029985007496,0.0059970014992503755
XceptionNet,Cifar100|epochs3_pretrain3,Original,CW,XceptionNet (Original),21011852,0.3035,0.005,0.005,0.6965,0.995,0.995,0.2985,0.9835255354200988,0.016474464579901153
XceptionNet,Cifar100|epochs100_pretrain300,Original,CW,XceptionNet (Original),21011852,0.5918,0.0177,0.0177,0.4082,0.9823,0.9823,0.5740999999999999,0.9700912470429198,0.029908752957080096
XceptionNet,Cifar100|epochs300_pretrain100,Original,CW,XceptionNet (Original),21011852,0.5984,0.0578,0.0578,0.40159999999999996,0.9422,0.9422,0.5406000000000001,0.9034090909090909,0.09659090909090907
XceptionNet,Cifar100|epochs200_pretrain200,Original,CW,XceptionNet (Original),21011852,0.5975,0.0412,0.0412,0.40249999999999997,0.9588,0.9588,0.5563,0.9310460251046024,0.0689539748953975
