model,dataset,original_clean_acc,collapsed_clean_acc,original_param_count,collapsed_param_count,params_reduction_percent,mean_original_attack_success_rate,mean_collapsed_attack_success_rate,mean_delta_attack_success_rate,mean_delta_robust_accuracy,mean_delta_relative_accuracy_drop,mean_delta_robustness_ratio
ConvNeXt,Cifar100_epochs100_pretrain300,0.4119,0.009600000000000001,27897028.0,2551876.0,90.85251661933307,0.8480000000000001,0.9956,0.14759999999999995,-0.1476,-0.1499889287734782,0.1499889287734782
ConvNeXt,Cifar100_epochs200_pretrain200,0.416,0.0102,27897028.0,2551876.0,90.85251661933307,0.84205,0.9939,0.15184999999999998,-0.15185,-0.19329703758630754,0.1932970375863076
ConvNeXt,Cifar100_epochs300_pretrain100,0.412,0.00995,27897028.0,2551876.0,90.85251661933307,0.8368,0.99525,0.15845000000000004,-0.15845,-0.08134043536852867,0.08134043536852868
ConvNeXt,Cifar100_epochs3_pretrain3,0.2408,0.01175,27897028.0,2551876.0,90.85251661933307,0.9042,0.99175,0.08755000000000002,-0.08755,-0.3030685593476291,0.30306855934762905
ConvNeXt,Cifar10_epochs100_pretrain300,0.7524,0.090625,27827818.0,2482666.0,91.07847406505246,0.6349499999999999,0.9493,0.31435,-0.31435,-0.05578406955405388,0.05578406955405396
ConvNeXt,Cifar10_epochs200_pretrain200,0.7535,0.090225,27827818.0,2482666.0,91.07847406505246,0.6181,0.96475,0.34665000000000007,-0.34665,0.11304077671185636,-0.11304077671185639
ConvNeXt,Cifar10_epochs300_pretrain100,0.7557,0.06045,27827818.0,2518762.0,90.9487621343506,0.61375,0.9663249999999999,0.3525749999999999,-0.352575,-0.08480259808019258,0.08480259808019255
ConvNeXt,Cifar10_epochs3_pretrain3,0.52,0.08995,27827818.0,2482666.0,91.07847406505246,0.72,0.949125,0.22912500000000002,-0.229125,-0.01682458230362538,0.01682458230362538
InceptionNet,Cifar100_epochs100_pretrain300,0.5491,0.574,6083332.0,3901476.0,35.8661338884677,0.8350666666666667,0.7992,-0.03586666666666668,0.035866666666666665,-0.049442357920269485,0.049442357920269554
InceptionNet,Cifar100_epochs200_pretrain200,0.5606333333333333,0.5730333333333334,6083332.0,3638308.0,40.192184151711594,0.8219666666666666,0.7981333333333334,-0.0238333333333333,0.023833333333333342,-0.03472086866294908,0.034720868662949086
InceptionNet,Cifar100_epochs300_pretrain100,0.5658333333333333,0.5715,6083332.0,3638308.0,40.192184151711594,0.8174,0.8111666666666667,-0.00623333333333335,0.006233333333333336,-0.00770297644800592,0.00770297644800592
InceptionNet,Cifar100_epochs3_pretrain3,0.24293333333333333,0.3148,6083332.0,4492804.0,26.14567148398279,0.9275666666666668,0.9189666666666666,-0.008600000000000052,0.008599999999999997,0.04076221011939166,-0.04076221011939166
InceptionNet,Cifar10_epochs100_pretrain300,0.8527999999999999,0.8633333333333333,5991082.0,3809226.0,36.41839654339567,0.5992333333333334,0.5751999999999999,-0.02403333333333339,0.02403333333333337,-0.022104615955868035,0.022104615955868063
InceptionNet,Cifar10_epochs200_pretrain200,0.85995,0.8573,5991082.0,4049962.0,32.4001574339994,0.45855,0.45904999999999996,0.0004999999999999727,-0.0005000000000000004,-0.0013903784875636954,0.001390378487563737
InceptionNet,Cifar10_epochs300_pretrain100,0.8595,0.85485,5991082.0,4400554.0,26.54825956313067,0.45589999999999997,0.4644499999999999,0.008549999999999947,-0.008549999999999947,0.006532251927920604,-0.006532251927920674
InceptionNet,Cifar10_epochs3_pretrain3,0.6513,0.6828,5991082.0,3809226.0,36.41839654339567,0.7630666666666667,0.7323333333333334,-0.030733333333333317,0.030733333333333335,-0.028228028643717467,0.028228028643717474
RegNetX_400MF,Cifar100_epochs100_pretrain300,0.3529,0.3991,4811012.0,4032260.0,16.18686463471719,0.9257333333333334,0.9014333333333333,-0.02430000000000006,0.024300000000000006,-0.03652558011831519,0.03652558011831527
RegNetX_400MF,Cifar100_epochs200_pretrain200,0.35799999999999993,0.3999,4811012.0,4032260.0,16.18686463471719,0.9133666666666667,0.8944666666666666,-0.01889999999999999,0.0189,-0.021906756949945188,0.02190675694994519
RegNetX_400MF,Cifar100_epochs300_pretrain100,0.35799999999999993,0.4007,4811012.0,4032260.0,16.18686463471719,0.9050666666666666,0.899,-0.006066666666666665,0.006066666666666664,0.013118011821955988,-0.013118011821955882
RegNetX_400MF,Cifar100_epochs3_pretrain3,0.0966,0.13,4811012.0,3884036.0,19.267796463613063,0.9874999999999999,0.9765,-0.010999999999999973,0.011000000000000001,-0.0513696448479057,0.05136964484790576
RegNetX_400MF,Cifar10_epochs100_pretrain300,0.7168,0.7868,4776362.0,3997610.0,16.30429184387615,0.8146,0.728775,-0.08582500000000004,0.08582500000000001,-0.08604564682074127,0.08604564682074126
RegNetX_400MF,Cifar10_epochs200_pretrain200,0.73305,0.76895,4776362.0,3997610.0,16.30429184387615,0.77065,0.743725,-0.026924999999999977,0.026925,-0.020383335487258722,0.02038333548725872
RegNetX_400MF,Cifar10_epochs300_pretrain100,0.76625,0.7867999999999999,4776362.0,3997610.0,16.30429184387615,0.7464500000000001,0.75335,0.006900000000000031,-0.006900000000000014,0.017375481947297197,-0.01737548194729725
RegNetX_400MF,Cifar10_epochs3_pretrain3,0.3104,0.37395,4776362.0,3997610.0,16.30429184387615,0.94025,0.9133249999999999,-0.026925000000000004,0.026924999999999998,-0.03927134941215958,0.039271349412159554
VGG16,Cifar100_epochs100_pretrain300,0.54875,0.6784250000000001,34031780.0,22623396.0,33.522736689059464,0.911575,0.8714375,-0.04013750000000002,0.0401375,-0.028380048301393818,0.028380048301393814
VGG16,Cifar100_epochs3_pretrain3,0.088675,0.324025,34031780.0,22262180.0,34.58414458485568,0.969975,0.919625,-0.05034999999999998,0.05034999999999999,0.09045652346674814,-0.09045652346674815
XceptionNet,Cifar100_epochs100_pretrain300,0.5917,0.601,21011852.0,13481196.0,35.840039231192,0.928,0.9143,-0.013700000000000045,0.013700000000000004,-0.020912388428164896,0.020912388428164785
XceptionNet,Cifar100_epochs200_pretrain200,0.5974,0.6003,21011852.0,13481196.0,35.840039231192,0.9178,0.917,-0.0007999999999999119,0.000800000000000009,-0.0006679508142368729,0.0006679508142369839
XceptionNet,Cifar100_epochs300_pretrain100,0.5984,0.6048,21011852.0,13481196.0,35.840039231192,0.9089,0.9296,0.02069999999999994,-0.020699999999999996,0.0358371884107177,-0.03583718841071781
XceptionNet,Cifar100_epochs3_pretrain3,0.3034,0.3614,21011852.0,11377900.0,45.85008499012842,0.9779,0.9739,-0.0040000000000000036,0.004,0.000621986058027435,-0.0006219860580273934
XceptionNet,Cifar10_epochs100_pretrain300,0.8712666666666666,0.8875666666666667,20827442.0,11193490.0,46.25605007086324,0.6231,0.5727666666666666,-0.05033333333333334,0.05033333333333332,-0.04876443065978484,0.048764430659784856
