model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar100_epochs200_pretrain200,Control_Continuted,BIM,ConvNeXt (Control Continued),27897028,0.4159,0.2271,0.2271,0.5841000000000001,0.7729,0.7729,0.1888,0.4539552777109882,0.5460447222890118
ConvNeXt,Cifar100_epochs200_pretrain200,Dynamic_Region_All_Combined,BIM,ConvNeXt (Pruned Finetuned),2551876,0.0106,0.0055,0.0055,0.9894,0.9945,0.9945,0.0051,0.4811320754716982,0.5188679245283019
ConvNeXt,Cifar100_epochs200_pretrain200,Dynamic_Region_All_Combined_quant,BIM,ConvNeXt (Pruned Finetuned Quantized),2551876,0.0112,0.0044,0.0044,0.9888,0.9956,0.9956,0.0068,0.6071428571428571,0.3928571428571429
