model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar10|epochs3_pretrain3,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.1064,0.0619,0.0619,0.8936,0.9381,0.9381,0.0445,0.4182330827067669,0.581766917293233
ConvNeXt,Cifar10|epochs100_pretrain300,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.1132,0.0415,0.0415,0.8868,0.9585,0.9585,0.07169999999999999,0.6333922261484098,0.36660777385159016
ConvNeXt,Cifar10|epochs300_pretrain100,Finetuned,BIM,ConvNeXt (Finetuned),2518762,0.053,0.0245,0.0245,0.947,0.9755,0.9755,0.028499999999999998,0.5377358490566038,0.46226415094339623
ConvNeXt,Cifar10|epochs200_pretrain200,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.1,0.037,0.037,0.9,0.963,0.963,0.063,0.63,0.36999999999999994
ConvNeXt,Cifar10|epochs3_pretrain3,Original,BIM,ConvNeXt (Original),27827818,0.52,0.385,0.385,0.48,0.615,0.615,0.135,0.25961538461538464,0.7403846153846154
ConvNeXt,Cifar10|epochs100_pretrain300,Original,BIM,ConvNeXt (Original),27827818,0.7525,0.546,0.546,0.24750000000000005,0.45399999999999996,0.45399999999999996,0.2064999999999999,0.2744186046511627,0.7255813953488374
ConvNeXt,Cifar10|epochs300_pretrain100,Original,BIM,ConvNeXt (Original),27827818,0.7556,0.5725,0.5725,0.24439999999999995,0.4275,0.4275,0.18310000000000004,0.24232398094229754,0.7576760190577024
ConvNeXt,Cifar10|epochs200_pretrain200,Original,BIM,ConvNeXt (Original),27827818,0.7534,0.5659,0.5659,0.24660000000000004,0.43410000000000004,0.43410000000000004,0.1875,0.24887178125829573,0.7511282187417042
