layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops,collapse_score
stem.conv1,Conv2d,0.0,4.90835557084288,0.109359758871573,0.3701125383377075,113246208,0.6906566023826599
stem.conv2,Conv2d,0.0,23.929892891918207,0.05398029420110914,1.7784276008605957,603979776,0.16890352964401245
block1.depthwise,Conv2d,0.0,0.4499011447679953,0.17642105950249565,0.13289830088615417,4718592,0.8755541443824768
block1.pointwise,Conv2d,0.0,10.61139896373057,0.07832813262939453,0.3520467281341553,67108864,0.7032472491264343
block2.depthwise,Conv2d,0.0,0.44960483949653623,0.17351452509562174,0.3071103096008301,2359296,0.7355694770812988
block2.pointwise,Conv2d,0.0,20.48,0.06703118979930878,0.4826089143753052,67108864,0.6171711683273315
block3.depthwise,Conv2d,0.0,0.44842351109381084,0.16662348641289604,,1179648,
block3.pointwise,Conv2d,0.0,34.56379821958457,0.06105460701407967,,95420416,
block4.depthwise,Conv2d,0.014401632361114025,1.1151984511132624,0.17010811047676283,,3354624,
block4.pointwise,Conv2d,0.019136451184749603,53.18721461187214,0.05168831968866041,,271351808,
block5.depthwise,Conv2d,-0.043157488107681274,1.1151984511132624,0.1670105949280754,,3354624,
block5.pointwise,Conv2d,0.013833359815180302,53.18721461187214,0.040076497297559924,,271351808,
fc,Linear,0.0,2.4194461321161325,0.021373614636096324,25.901206970214844,3727360,5.639605536039705e-12
