Experiment,Relative Variance
Original Model,1.0
Stage 4 (Full),1.1841191707345309
Stage 3 (Full),1.06393010348132
Stage 2 (Full),0.28964707459466066
Stage 1 (Full),0.48277174096548264
Stage 3 Block 1 Only,0.09670748197598512
Stage 3 Block 2 Only,0.03837625894769338
Stage 3 Block 3 Only,0.43447193334490986
Stage 1 Block 1 Only,0.2938696442467859
Stage 3 Inner (Block 2),0.03837625894769338
