layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
stem.stem_conv,Conv2d,0.0,4.90835557084288,0.09883024957444933,0.4248535633087158,113246208
stem.stem_bn,BatchNorm2d,0.9098631143569946,0.249998092665919,0.9945532083511353,0.9874876737594604,8388608
stage1.stage1_block0.block.conv1,Conv2d,0.0,3.4282127288578903,0.0856233537197113,0.1704503297805786,100663296
stage1.stage1_block0.block.bn1,BatchNorm2d,0.7788593769073486,0.249998092665919,0.9945980707804362,0.9883801341056824,6291456
stage1.stage1_block0.block.relu1,ReLU,1.0,0.0,0.0,0.3475888967514038,0
stage1.stage1_block0.block.conv2,Conv2d,0.098731130361557,26.977771001677084,0.03435504289320958,0.26232025027275085,679477248
stage1.stage1_block0.block.bn2,BatchNorm2d,0.7291454672813416,0.249998092665919,0.9946049054463705,0.9975813031196594,6291456
stage1.stage1_block0.block.relu2,ReLU,1.0,0.0,0.0,0.403135746717453,0
stage1.stage1_block0.block.conv3,Conv2d,-0.02178824320435524,2.9997253669402824,0.10419359472062853,0.18458007276058197,75497472
stage1.stage1_block0.block.bn3,BatchNorm2d,0.882074773311615,0.249998092665919,0.9929264386494955,0.9994484782218933,6291456
stage1.stage1_block0.block,Sequential,0.0,29.758664021308057,0.0,0.9994484782218933,874512384
stage1.stage1_block0.shortcut.shortcut_conv,Conv2d,0.0,3.4282127288578903,0.08814944823582967,0.17156773805618286,100663296
stage1.stage1_block0.shortcut.shortcut_bn,BatchNorm2d,0.8350480198860168,0.249998092665919,0.9962395032246908,0.9889359474182129,6291456
stage1.stage1_block0.shortcut,Sequential,0.0,3.6424522071564485,0.0,0.9889359474182129,106954752
stage1.stage1_block0.relu,ReLU,1.0,0.0,0.0,0.84172123670578,0
stage1.stage1_block0,XBlock,0.0,33.39450372370541,0.0,0.84172123670578,981467136
stage2.stage2_block0.block.conv1,Conv2d,0.0,4.199461738912859,0.10239035742623466,0.43077680468559265,176160768
stage2.stage2_block0.block.bn1,BatchNorm2d,0.7640147805213928,0.249998092665919,0.9946143286568778,1.0003904104232788,14680064
stage2.stage2_block0.block.relu1,ReLU,1.0,0.0,0.0,0.3839184641838074,0
stage2.stage2_block0.block.conv2,Conv2d,0.0,25.122718200847004,0.022330662560841395,0.321384459733963,924844032
stage2.stage2_block0.block.bn2,BatchNorm2d,0.7909228205680847,0.2499923708382923,0.9946106501988002,0.9944742918014526,3670016
stage2.stage2_block0.block.relu2,ReLU,1.0,0.0,0.0,0.376605749130249,0
stage2.stage2_block0.block.conv3,Conv2d,0.07480713725090027,6.9940236614221245,0.06653225178621253,0.19231495261192322,102760448
stage2.stage2_block0.block.bn3,BatchNorm2d,0.828088641166687,0.2499923708382923,0.9946618761335101,0.9895089864730835,3670016
stage2.stage2_block0.block,Sequential,0.0,61.120866987276656,0.0,0.9895089864730835,1225785344
stage2.stage2_block0.shortcut.shortcut_conv,Conv2d,0.0,2.209929989080866,0.09814555304391044,0.3991277813911438,44040192
stage2.stage2_block0.shortcut.shortcut_bn,BatchNorm2d,0.7815917134284973,0.2499923708382923,0.994560991014753,0.992416262626648,3670016
stage2.stage2_block0.shortcut,Sequential,0.0,2.3940370021869892,0.0,0.992416262626648,47710208
