layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
stem.conv1,Conv2d,0.0,4.907620452856144,0.10339004905135543,0.31834927201271057,56623104
stem.conv2,Conv2d,0.0,23.860194174757282,0.029950886964797974,1.1041181087493896,301989888
block1.depthwise,Conv2d,0.0,0.4498023329591488,0.15712622801462808,0.15180931985378265,2359296
block1.pointwise,Conv2d,0.0,10.556701030927835,0.056527331471443176,0.18694369494915009,33554432
block2.depthwise,Conv2d,0.0,0.4492103723922792,0.15726305378807914,0.3555300533771515,1179648
block2.pointwise,Conv2d,0.0,19.692307692307693,0.04057614132761955,0.2352537363767624,33554432
block3.depthwise,Conv2d,0.0,0.44685802948021724,0.1499478816986084,0.233170747756958,589824
block3.pointwise,Conv2d,0.0,27.214953271028037,0.02875995111989451,0.19187510013580322,47710208
block4.depthwise,Conv2d,-0.015909964218735695,1.1055662188099808,0.15484092814872844,0.1206173300743103,1677312
block4.pointwise,Conv2d,-0.0024582170881330967,37.57419354838709,0.017070938403329156,0.1875225305557251,135675904
block5.depthwise,Conv2d,0.0023355060257017612,1.1055662188099808,0.15251982226622118,0.1325414478778839,1677312
block5.pointwise,Conv2d,-0.027583807706832886,37.57419354838709,0.017000430304853542,0.13256651163101196,135675904
fc,Linear,0.0,11.353269133299543,0.021013032682649382,3.083406448364258,9318400
