layer,identity_score,arithmetic_intensity,flops,memory_bytes
features.conv_1,0.0,6.447432281760347,905969664,140516352
features.bn_1,0.6906101703643799,0.2499995231637513,67108864,268435968
features.conv_2,0.04270162433385849,71.9604023436048,19327352832,268583168
features.bn_2,0.8271822929382324,0.2499995231637513,67108864,268435968
features.conv_3,0.0,95.71908613738367,9663676416,100958720
features.bn_3,0.7508833408355713,0.249998092665919,33554432,134218752
features.conv_4,-0.007438581436872482,143.36941172896007,19327352832,134808064
features.bn_4,0.8256603479385376,0.249998092665919,33554432,134218752
features.conv_5,0.0,187.59932412285062,9663676416,51512320
features.bn_5,0.7385187149047852,0.2499923708382923,16777216,67110912
features.conv_6,-0.011931302025914192,278.21476688138443,19327352832,69469184
features.bn_6,0.8283171057701111,0.2499923708382923,16777216,67110912
features.conv_7,0.004426065366715193,278.21476688138443,19327352832,69469184
features.bn_7,0.8322577476501465,0.2499923708382923,16777216,67110912
features.conv_8,0.0,323.34626190639347,9663676416,29886464
features.bn_8,0.7267822027206421,0.2499694861467106,8388608,33558528
features.conv_9,0.007208505645394325,449.53956080598294,19327352832,42993664
features.bn_9,0.8198611736297607,0.2499694861467106,8388608,33558528
features.conv_10,-0.002245590789243579,449.53956080598294,19327352832,42993664
features.bn_10,0.8209021091461182,0.2499694861467106,8388608,33558528
features.conv_11,0.05461243912577629,271.02768523836875,4831838208,17827840
features.bn_11,0.7136681079864502,0.24987798926305516,2097152,8392704
features.conv_12,0.003027081023901701,271.02768523836875,4831838208,17827840
features.bn_12,0.7945104837417603,0.24987798926305516,2097152,8392704
features.conv_13,-0.007334739901125431,271.02768523836875,4831838208,17827840
features.bn_13,0.8452783823013306,0.24987798926305516,2097152,8392704
classifier.fc_1,0.0,60.17998163452709,1073741824,17842176
classifier.fc_2,0.0834956020116806,102.38000390548721,8589934592,83902464
classifier.fc_3,0.0,2.446237988990511,20971520,8572968
