layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops,collapse_score
features.conv_1,Conv2d,0.0,6.447432281760347,0.09565423153064868,0.33366408944129944,905969664,0.001882081968447829
features.conv_2,Conv2d,0.03849385678768158,71.9604023436048,0.02095334728558858,0.5378682613372803,19327352832,0.004417312825229908
features.conv_3,Conv2d,0.0,95.71908613738367,0.0208194719420539,0.7481756806373596,9663676416,0.008320674562993739
features.conv_4,Conv2d,-0.008052406832575798,143.36941172896007,0.014752681056658426,0.4773929715156555,19327352832,0.044465656488321986
features.conv_5,Conv2d,0.0,187.59932412285062,0.014677640464570787,0.7518727779388428,9663676416,0.05438502485579012
features.conv_6,Conv2d,-0.009218242019414902,278.21476688138443,0.01038395282295015,0.40533846616744995,19327352832,0.18287875713309104
features.conv_7,Conv2d,0.015009324997663498,278.21476688138443,0.010374522043599023,0.4016912877559662,19327352832,0.22821971080806824
features.conv_8,Conv2d,0.0,323.34626190639347,0.010370307498508029,0.6460487842559814,9663676416,0.13514437669549764
features.conv_9,Conv2d,0.007736091036349535,449.53956080598294,0.007332519524627262,0.3112175464630127,19327352832,0.29700923365267023
features.conv_10,Conv2d,-0.004557259380817413,449.53956080598294,0.0073316991329193115,0.30518266558647156,19327352832,0.2976025881005223
features.conv_11,Conv2d,0.06701115518808365,271.02768523836875,0.007329602208402421,0.5218451023101807,4831838208,0.21009149327824703
features.conv_12,Conv2d,-0.006017647683620453,271.02768523836875,0.007323294050163693,0.21307581663131714,4831838208,0.36734144481302894
features.conv_13,Conv2d,0.002537784166634083,271.02768523836875,0.007322327958212959,0.21263787150382996,4831838208,0.3711729997017886
classifier.fc_1,Linear,0.0,60.17998163452709,0.021984096616506577,1.0734466314315796,1073741824,0.052396892617048045
classifier.fc_2,Linear,0.08246934413909912,102.38000390548721,0.007771237753331661,0.25647568702697754,8589934592,0.3680794538345128
classifier.fc_3,Linear,0.0,2.446237988990511,0.008580048382282258,9.784008979797363,20971520,1.3405234036525943e-10
