layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
features.conv_1,Conv2d,0.0,6.447103403045981,0.09608656388741953,0.15521277487277985,452984832
features.conv_2,Conv2d,-0.06345704942941666,71.92084821811324,0.02139799462424384,1.5566667318344116,9663676416
features.conv_3,Conv2d,0.0,95.43981149057959,0.020592028896013897,1.2167282104492188,4831838208
features.conv_4,Conv2d,-0.004584341309964657,142.7443221781055,0.014655853311220804,0.916644275188446,9663676416
features.conv_5,Conv2d,0.0,183.39585681526682,0.01423176129659017,1.2489726543426514,4831838208
features.conv_6,Conv2d,-0.011901065707206726,269.07261996407493,0.010076017015510134,0.6892824769020081,9663676416
features.conv_7,Conv2d,-0.01109003834426403,269.07261996407493,0.010068729519844055,0.8461969494819641,9663676416
features.conv_8,Conv2d,0.0,279.23967333412236,0.009904498855272928,1.1554738283157349,4831838208
features.conv_9,Conv2d,0.011413391679525375,368.61120224982426,0.0070021069712109035,0.5127577185630798,9663676416
features.conv_10,Conv2d,-0.002463265787810087,368.61120224982426,0.006984715660413106,0.646438479423523,9663676416
features.conv_11,Conv2d,-0.13068386912345886,177.204146011717,0.007016796204778884,1.198508620262146,2415919104
features.conv_12,Conv2d,-0.00133498664945364,177.204146011717,0.006974198751979404,0.4212920665740967,2415919104
features.conv_13,Conv2d,-0.0058283498510718346,177.204146011717,0.006970624956819747,0.5711107850074768,2415919104
classifier.fc_1,Linear,0.0,15.276456876456876,0.010197106748819351,0.9356353878974915,536870912
classifier.fc_2,Linear,-0.018743008375167847,15.511479289940828,0.007235107943415642,0.46307480335235596,1073741824
classifier.fc_3,Linear,0.0,11.977221056633015,0.009041180610656738,5.797832489013672,52428800
