layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
stem.conv1,Conv2d,0.0,4.90835557084288,0.09786234961615668,0.37309348583221436,113246208
block1.depthwise,Conv2d,-0.008950249291956425,1.1249613775161833,0.16486571894751656,0.16205358505249023,37748736
block1.pointwise,Conv2d,0.0,5.3324654190398695,0.08615018427371979,0.15862523019313812,268435456
block2.depthwise,Conv2d,0.0,0.4499752821195125,0.16757326655917698,0.3088505268096924,18874368
block2.pointwise,Conv2d,0.0,10.652795838751626,0.06236248463392258,0.16860297322273254,268435456
block3.depthwise,Conv2d,-0.023091791197657585,1.1248455259745214,0.16416793399386936,0.2725673019886017,37748736
block3.pointwise,Conv2d,0.011154262349009514,15.968810916179336,0.04411308467388153,0.18133050203323364,536870912
block4.depthwise,Conv2d,0.0,0.4499011447679953,0.16613969537946913,0.30816683173179626,9437184
block4.pointwise,Conv2d,0.0,21.11340206185567,0.04394858703017235,0.1795843094587326,268435456
block5.depthwise,Conv2d,-0.002230776706710458,1.1243823583236747,0.16477632522583008,0.25201186537742615,18874368
block5.pointwise,Conv2d,0.013648809865117073,31.50769230769231,0.03107721544802189,0.1769414246082306,536870912
block6.depthwise,Conv2d,0.0,0.44960483949653623,0.1659761534796821,0.2541365623474121,4718592
block6.pointwise,Conv2d,0.0,39.38461538461539,0.031154656782746315,0.18331100046634674,268435456
block7.depthwise,Conv2d,0.009522669017314911,1.1225334957369062,0.16387992435031468,0.1487170159816742,9437184
block7.pointwise,Conv2d,0.0009251328883692622,56.888888888888886,0.021946297958493233,0.20137615501880646,536870912
fc,Linear,0.0,17.97259793113283,0.02248528003692627,1.0925772190093994,26214400
