layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
stem.conv1,Conv2d,0.0,4.90835557084288,0.09812918415776005,0.4737335741519928,113246208
block1.depthwise,Conv2d,-0.03200460970401764,1.1249613775161833,0.16508479913075766,0.1794041395187378,37748736
block1.pointwise,Conv2d,0.0,5.3324654190398695,0.08609267324209213,0.16619747877120972,268435456
block2.depthwise,Conv2d,0.0,0.4499752821195125,0.16732660929361978,0.3357245624065399,18874368
block2.pointwise,Conv2d,0.0,10.652795838751626,0.062327660620212555,0.1688818484544754,268435456
block3.depthwise,Conv2d,-0.029403038322925568,1.1248455259745214,0.164195802476671,0.27988654375076294,37748736
block3.pointwise,Conv2d,0.011769965291023254,15.968810916179336,0.044083982706069946,0.1889868676662445,536870912
block4.depthwise,Conv2d,0.0,0.4499011447679953,0.16639324029286703,0.31649404764175415,9437184
block4.pointwise,Conv2d,0.0,21.11340206185567,0.043941278010606766,0.18299537897109985,268435456
block5.depthwise,Conv2d,0.0017535991501063108,1.1243823583236747,0.1646977530585395,0.2599444091320038,18874368
block5.pointwise,Conv2d,0.007676349021494389,31.50769230769231,0.03109235316514969,0.18001548945903778,536870912
block6.depthwise,Conv2d,0.0,0.44960483949653623,0.16595795419481066,0.26227906346321106,4718592
block6.pointwise,Conv2d,0.0,39.38461538461539,0.03116070106625557,0.18427397310733795,268435456
block7.depthwise,Conv2d,0.008865291252732277,1.1225334957369062,0.16387200355529785,0.15522070229053497,9437184
block7.pointwise,Conv2d,-0.0021559102460741997,56.888888888888886,0.021957645192742348,0.18056459724903107,536870912
fc,Linear,0.0,2.4059267091051932,0.024147439002990722,3.476886749267578,2621440
