layer,identity_score,arithmetic_intensity,flops,memory_bytes
stem.conv1,0.0,4.90835557084288,113246208,23072128
stem.bn1,0.8827283978462219,0.249998092665919,8388608,33554688
block1.depthwise,-0.009927874431014061,1.1249613775161833,37748736,33555584
block1.bn1,0.777712345123291,0.249998092665919,8388608,33554688
block1.relu,1.0,0.0,0,33554432
block1.pointwise,0.0,5.3324654190398695,268435456,50339840
block1.bn2,0.7935144305229187,0.249998092665919,16777216,67109376
block1,0.0,6.582010958695127,331350016,50341760
block2.depthwise,0.0,0.4499752821195125,18874368,41945344
block2.bn1,0.9436489939689636,0.2499923708382923,4194304,16777728
block2.relu,1.0,0.0,0,16777216
block2.pointwise,0.0,10.652795838751626,268435456,25198592
block2.bn2,0.8281891942024231,0.2499923708382923,8388608,33555456
block2,0.0,5.954002775081194,299892736,50368256
block3.depthwise,-0.020516477525234222,1.1248455259745214,37748736,33559040
block3.bn1,0.9669816493988037,0.2499923708382923,8388608,33555456
block3.relu,1.0,0.0,0,33554432
block3.pointwise,0.010399200953543186,15.968810916179336,536870912,33619968
block3.bn2,0.810279369354248,0.2499923708382923,8388608,33555456
block3,-0.00204397551715374,17.5871614111485,591396864,33626624
block4.depthwise,0.0,0.4499011447679953,9437184,20976128
block4.bn1,0.9746026992797852,0.2499694861467106,2097152,8389632
block4.relu,1.0,0.0,0,8388608
block4.pointwise,0.0,21.11340206185567,268435456,12713984
block4.bn2,0.8068236112594604,0.2499694861467106,4194304,16779264
block4,0.0,11.229751330352265,284164096,25304576
block5.depthwise,-0.0019502295181155205,1.1243823583236747,18874368,16786432
block5.bn1,0.9787078499794006,0.2499694861467106,4194304,16779264
block5.relu,1.0,0.0,0,16777216
block5.pointwise,0.0138713289052248,31.50769230769231,536870912,17039360
block5.bn2,0.8120120167732239,0.2499694861467106,4194304,16779264
block5,-0.0026693101972341537,33.081847114634,564133888,17052672
block6.depthwise,0.0,0.44960483949653623,4718592,10494976
block6.bn1,0.9765828251838684,0.24987798926305516,1048576,4196352
block6.relu,1.0,0.0,0,4194304
block6.pointwise,0.0,39.38461538461539,268435456,6815744
block6.bn2,0.8048739433288574,0.24987798926305516,2097152,8392704
block6,0.0,21.05532579008974,276299776,13122560
block7.depthwise,0.009467299096286297,1.1225334957369062,9437184,8407040
block7.bn1,0.976806640625,0.24987798926305516,2097152,8392704
block7.relu,1.0,0.0,0,8388608
block7.pointwise,0.0013636199291795492,56.888888888888886,536870912,9437184
block7.bn2,0.7568987607955933,0.24987798926305516,2097152,8392704
block7,0.004468843340873718,58.16922743994807,550502400,9463808
fc,0.0,17.97259793113283,26214400,1458576
