Experiment,Relative Sensitivity
Original Model,1.0
Stage 4 (Full),0.9559701489137293
Stage 3 (Full),0.9305226901514652
Stage 2 (Full),0.9491173837472863
Stage 1 (Full),1.0375794286287043
Stage 3 Block 1 Only,0.9305226901514652
Stage 3 Block 2 Only,0.5382948159251354
Stage 3 Block 3 Only,1.993617735700341
Stage 1 Block 1 Only,1.3754052016155671
Stage 3 Inner (Block 2),0.5382948159251354
