layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops,collapse_score
stage1.conv1,Conv2d,0.0,30.918168105523282,0.05769665387212014,1.399289608001709,1233125376,0.24677219986915588
stage2.conv2,Conv2d,-0.32431507110595703,7.9921951219512195,0.0762910395860672,0.7106746435165405,134217728,0.4913126230239868
stage2.conv3,Conv2d,0.0,106.59469879518072,0.04871513225414135,1.6030032634735107,3623878656,0.20129108428955078
stage3.inception_3a.branch1.conv1,Conv2d,0.0,11.930097087378641,0.06023462116718292,0.892969012260437,100663296,0.4094383120536804
stage3.inception_3a.branch2.conv1,Conv2d,0.0,15.875968992248062,0.05949946244557699,0.7657753825187683,150994944,0.4649732708930969
stage3.inception_3a.branch2.conv2,Conv2d,0.0,116.41263157894737,0.0473741646166201,1.7686896324157715,905969664,0.17055633664131165
stage3.inception_3a.branch3.conv1,Conv2d,0.0,3.685662867426515,0.058293506503105164,0.9590372443199158,25165824,0.38326171040534973
stage3.inception_3a.branch3.conv2,Conv2d,0.0,64.56494325346785,0.05239628791809082,0.5960370898246765,104857600,0.5509908199310303
stage3.inception_3a.branch4.conv,Conv2d,0.0,6.834260289210234,0.06070635716120402,0.29483336210250854,50331648,0.7446556687355042
stage3.inception_3b.branch1.conv1,Conv2d,0.0,21.11340206185567,0.05867256224155426,0.6280824542045593,268435456,0.5336140394210815
stage3.inception_3b.branch2.conv1,Conv2d,0.0,21.11340206185567,0.058783017098903656,0.5233765840530396,268435456,0.5925164818763733
stage3.inception_3b.branch2.conv2,Conv2d,0.0,159.35446685878964,0.04753588305579291,2.3750224113464355,1811939328,0.09301240742206573
stage3.inception_3b.branch3.conv1,Conv2d,0.0,7.086505190311419,0.057362210005521774,0.5741026401519775,67108864,0.5632100701332092
stage3.inception_3b.branch3.conv2,Conv2d,0.0,139.7634212920837,0.04924015045166016,1.1362351179122925,629145600,0.32102537155151367
stage3.inception_3b.branch4.conv,Conv2d,0.0,12.720496894409937,0.056345049291849136,0.5183730721473694,134217728,0.5954885482788086
stage4.inception_4a.branch1.conv1,Conv2d,0.0,32.13389121338912,0.04847797287835015,1.1787265539169312,188743680,0.3076702952384949
stage4.inception_4a.branch2.conv1,Conv2d,0.0,19.24812030075188,0.04755670229593913,1.0348947048187256,94371840,0.3552637994289398
