layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops,collapse_score
stage4.inception_4a.branch2.conv2,Conv2d,0.0,114.68538608806637,0.036504941108899236,1.4074609279632568,368050176,0.24476397037506104
stage4.inception_4a.branch3.conv1,Conv2d,0.0,3.8419209604802402,0.04933525721232097,1.1555789709091187,15728640,0.31487518548965454
stage4.inception_4a.branch3.conv2,Conv2d,0.0,65.41737649063032,0.033555793762207034,0.15799805521965027,39321600,0.8538514375686646
stage4.inception_4a.branch4.conv,Conv2d,0.0,13.738819320214668,0.054626631736755374,0.0,62914560,1.0
stage4.inception_4b.branch1.conv1,Conv2d,0.0,28.764044943820224,0.04290321469306946,0.6287776827812195,167772160,0.5332431793212891
stage4.inception_4b.branch2.conv1,Conv2d,0.0,21.987730061349694,0.03953524572508676,0.5125163197517395,117440512,0.5989864468574524
stage4.inception_4b.branch2.conv2,Conv2d,0.0,126.49411764705883,0.02706600370861235,3.452582359313965,462422016,0.031663764268159866
stage4.inception_4b.branch3.conv1,Conv2d,0.0,5.667896678966789,0.04323116441567739,0.5923367738723755,25165824,0.5530334711074829
stage4.inception_4b.branch3.conv2,Conv2d,0.0,89.92974238875878,0.02680699348449707,0.2689739167690277,78643200,0.7641631960868835
stage4.inception_4b.branch4.conv,Conv2d,0.0,13.837837837837839,0.04394596815109253,0.0,67108864,1.0
stage4.inception_4c.branch1.conv1,Conv2d,0.0,24.38095238095238,0.03848695009946823,2.432723045349121,134217728,0.08779743313789368
stage4.inception_4c.branch2.conv1,Conv2d,0.0,24.38095238095238,0.03133869543671608,2.2001681327819824,134217728,0.11078453063964844
stage4.inception_4c.branch2.conv2,Conv2d,0.0,139.63636363636363,0.02047716246710883,9.410158157348633,603979776,8.188799256458879e-05
stage4.inception_4c.branch3.conv1,Conv2d,0.0,5.667896678966789,0.03466086834669113,2.512202739715576,25165824,0.08108942210674286
stage4.inception_4c.branch3.conv2,Conv2d,0.0,89.92974238875878,0.024010076522827148,0.7048454284667969,78643200,0.4941849708557129
stage4.inception_4c.branch4.conv,Conv2d,0.0,13.837837837837839,0.03782525658607483,0.0,67108864,1.0
stage4.inception_4d.branch1.conv1,Conv2d,0.0,21.987730061349694,0.03533793134348733,5.792967796325684,117440512,0.0030489200726151466
stage4.inception_4d.branch2.conv1,Conv2d,0.0,26.63583815028902,0.028574950165218778,5.346459865570068,150994944,0.004764989949762821
stage4.inception_4d.branch2.conv2,Conv2d,0.0,151.9120879120879,0.01812732890146096,12.09563159942627,764411904,5.583852725976612e-06
stage4.inception_4d.branch3.conv1,Conv2d,0.0,7.420289855072464,0.02968868613243103,5.411759853363037,33554432,0.004463777877390385
stage4.inception_4d.branch3.conv2,Conv2d,0.0,105.78512396694215,0.020222325325012207,1.4556102752685547,104857600,0.2332579642534256
stage4.inception_4d.branch4.conv,Conv2d,0.0,13.837837837837839,0.035436391830444336,0.0,67108864,1.0
stage4.inception_4e.branch1.conv1,Conv2d,0.0,39.75529411764706,0.031214273337161903,5.062901496887207,276824064,0.006327174603939056
stage4.inception_4e.branch2.conv1,Conv2d,0.0,28.961261570106274,0.026182735327518348,5.193751811981201,173015040,0.005551140755414963
stage4.inception_4e.branch2.conv2,Conv2d,0.0,163.40425531914894,0.016633328331841363,10.294028282165527,943718400,3.383454532013275e-05
stage4.inception_4e.branch3.conv1,Conv2d,0.0,7.433347998240211,0.028970555825666947,7.895396709442139,34603008,0.0003724541165865958
stage4.inception_4e.branch3.conv2,Conv2d,0.0,121.9047619047619,0.019782021045684814,1.1331541538238525,209715200,0.3220159709453583
stage4.inception_4e.branch4.conv,Conv2d,0.0,24.522496371552975,0.03278037273522579,0.0,138412032,1.0
stage5.inception_5a.branch1.conv1,Conv2d,0.0,35.40425531914894,0.029361197581657998,,109051904,
stage5.inception_5a.branch2.conv1,Conv2d,0.0,26.5814696485623,0.024041395920973558,,68157440,
stage5.inception_5a.branch2.conv2,Conv2d,0.0,83.47826086956522,0.014372577667236328,,235929600,
stage5.inception_5a.branch3.conv1,Conv2d,0.0,7.2663755458515285,0.026503645456754245,,13631488,
stage5.inception_5a.branch3.conv2,Conv2d,0.0,71.11111111111111,0.018366081714630125,,52428800,
stage5.inception_5a.branch4.conv,Conv2d,0.0,22.794520547945204,0.029594031664041374,,54525952,
stage5.inception_5b.branch1.conv1,Conv2d,0.0,43.40869565217391,0.03303406177422939,,163577856,
stage5.inception_5b.branch2.conv1,Conv2d,0.0,29.892215568862277,0.022975994990422174,,81788928,
stage5.inception_5b.branch2.conv2,Conv2d,0.0,88.61538461538461,0.012870879820835443,,339738624,
stage5.inception_5b.branch3.conv1,Conv2d,0.0,10.421711899791232,0.023514163799774952,,20447232,
stage5.inception_5b.branch3.conv2,Conv2d,0.0,80.67226890756302,0.014806779225667317,,78643200,
stage5.inception_5b.branch4.conv,Conv2d,0.0,22.794520547945204,0.033625474342933066,,54525952,
fc,Linear,0.0,2.428797497674453,0.030803513526916505,22.769729614257812,5242880,1.2919094960484045e-10
