layer,identity_score,arithmetic_intensity,flops,memory_bytes
stem.conv1,0.0,4.90835557084288,113246208,23072128
stem.bn1,0.8923412561416626,0.249998092665919,8388608,33554688
stem.conv2,0.0,23.929892891918207,603979776,25239552
stem.bn2,0.8146412372589111,0.2499923708382923,4194304,16777728
block1.depthwise,0.0,0.4499011447679953,4718592,10488064
block1.bn1,0.8190604448318481,0.2499694861467106,1048576,4194816
block1.relu,1.0,0.0,0,4194304
block1.pointwise,0.0,10.61139896373057,67108864,6324224
block1.bn2,0.8382173180580139,0.2499694861467106,2097152,8389632
block1,0.0,5.941048787909525,74973184,12619520
block2.depthwise,0.0,0.44960483949653623,2359296,5247488
block2.bn1,0.9588692784309387,0.24987798926305516,524288,2098176
block2.relu,1.0,0.0,0,2097152
block2.pointwise,0.0,20.48,67108864,3276800
block2.bn2,0.8238205909729004,0.24987798926305516,1048576,4196352
block2,0.0,11.048013376861215,71041024,6430208
block3.depthwise,0.0,0.44842351109381084,1179648,2630656
block3.bn1,0.9142771363258362,0.24951267056530213,262144,1050624
block3.relu,1.0,0.0,0,1048576
block3.pointwise,0.0,34.56379821958457,95420416,2760704
block3.bn2,0.7931052446365356,0.24951267056530213,745472,2987712
block3,0.0,22.435163800585475,97607680,4350656
block4.depthwise,0.008440783247351646,1.1151984511132624,3354624,3008096
block4.bn1,0.874424397945404,0.24951267056530213,745472,2987712
block4.relu,1.0,0.0,0,2981888
block4.pointwise,-0.0056591397151350975,53.18721461187214,271351808,5101824
block4.bn2,0.8100788593292236,0.24951267056530213,745472,2987712
block4,0.0045544542372226715,53.73824362606232,276197376,5139680
block5.depthwise,-0.05642683058977127,1.1151984511132624,3354624,3008096
block5.bn1,0.867983341217041,0.24951267056530213,745472,2987712
block5.relu,1.0,0.0,0,2981888
block5.pointwise,-0.012455330230295658,53.18721461187214,271351808,5101824
block5.bn2,0.8080248236656189,0.24951267056530213,745472,2987712
block5,-0.0014139350969344378,53.73824362606232,276197376,5139680
fc,0.0,2.4194461321161325,3727360,1540584
