layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
features.conv_1,Conv2d,0.0,6.447432281760347,0.09557526199905961,0.33949732780456543,905969664
features.conv_2,Conv2d,0.10246050357818604,71.9604023436048,0.02093087633450826,0.5380919575691223,19327352832
features.conv_3,Conv2d,0.0,95.71908613738367,0.02081286907196045,0.7184845209121704,9663676416
features.conv_4,Conv2d,-0.0072469525039196014,143.36941172896007,0.014751743939187791,0.48484742641448975,19327352832
features.conv_5,Conv2d,0.0,187.59932412285062,0.014677723248799643,0.744091808795929,9663676416
features.conv_6,Conv2d,-0.010653103701770306,278.21476688138443,0.010383616718981001,0.4131825566291809,19327352832
features.conv_7,Conv2d,0.002166680060327053,278.21476688138443,0.010376354058583578,0.40876591205596924,19327352832
features.conv_8,Conv2d,0.0,323.34626190639347,0.010370248721705543,0.6482821106910706,9663676416
features.conv_9,Conv2d,0.007414179854094982,449.53956080598294,0.007332751320468055,0.304906964302063,19327352832
features.conv_10,Conv2d,0.002005254849791527,449.53956080598294,0.00733203606473075,0.3039613962173462,19327352832
features.conv_11,Conv2d,0.050524890422821045,271.02768523836875,0.007329469753636254,0.518163800239563,4831838208
features.conv_12,Conv2d,-0.0016664111753925681,271.02768523836875,0.00732331309053633,0.21434751152992249,4831838208
features.conv_13,Conv2d,0.004253767430782318,271.02768523836875,0.00732230974568261,0.2101062685251236,4831838208
classifier.fc_1,Linear,0.0,60.17998163452709,0.021984169259667397,1.0894545316696167,1073741824
classifier.fc_2,Linear,0.08262302726507187,102.38000390548721,0.007771291304379702,0.2597867250442505,8589934592
classifier.fc_3,Linear,0.0,2.446237988990511,0.008589726686477662,10.144079208374023,20971520
