Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
MobileNet,tinyimagenet,Early Features (Full),False,"('features.0.depthwise.0', 'features.4.pointwise.0')",-5.199499999999993,45.868,3287400.0,2583822336.0,265.298828125
MobileNet,tinyimagenet,Middle Features (Full),False,"('features.5.depthwise.0', 'features.8.pointwise.0')",5.5240000000000045,56.591499999999996,2602760.0,2611347456.0,197.298828125
MobileNet,tinyimagenet,Late Features (Full),False,"('features.9.depthwise.0', 'features.12.pointwise.0')",3.5785000000000053,54.646,1806856.0,2613575680.0,191.298828125
MobileNet,tinyimagenet,Early and Middle,False,"('features.0.depthwise.0', 'features.8.pointwise.0')",2.515000000000004,53.582499999999996,2354792.0,2207121408.0,425.298828125
MobileNet,tinyimagenet,Middle and Late,False,"('features.5.depthwise.0', 'features.12.pointwise.0')",-0.3914999999999935,50.676,603400.0,2195980288.0,197.298828125
MobileNet,tinyimagenet,Almost All (1-11),False,"('features.1.depthwise.0', 'features.11.pointwise.0')",0.17650000000000432,51.244,1337928.0,5007998976.0,837.298828125
