Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
MobileNet,tinyimagenet,Early Features (Full),True,"('features.0.depthwise.0', 'features.4.pointwise.0')",-5.887499999999996,45.18,3287400.0,2583822336.0,132.6494140625
MobileNet,tinyimagenet,Middle Features (Full),True,"('features.5.depthwise.0', 'features.8.pointwise.0')",5.699500000000004,56.766999999999996,2602760.0,2611347456.0,147.97412109375
MobileNet,tinyimagenet,Late Features (Full),True,"('features.9.depthwise.0', 'features.12.pointwise.0')",3.4295000000000044,54.497,1806856.0,2613575680.0,95.6494140625
MobileNet,tinyimagenet,Early and Middle,True,"('features.0.depthwise.0', 'features.8.pointwise.0')",2.387500000000003,53.455,2354792.0,2207121408.0,212.6494140625
MobileNet,tinyimagenet,Middle and Late,True,"('features.5.depthwise.0', 'features.12.pointwise.0')",-0.4664999999999928,50.601,603400.0,2195980288.0,98.6494140625
MobileNet,tinyimagenet,Almost All (1-11),True,"('features.1.depthwise.0', 'features.11.pointwise.0')",0.40450000000000585,51.472,1337928.0,5007998976.0,418.6494140625
