Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
ConvNeXt,tinyimagenet,Stage 1 (Full),False,"('stages.0.0.dwconv', 'stages.0.2.pwconv2')",-9.231499999999997,66.979,27740936.0,19543277568.0,183.986328125
ConvNeXt,tinyimagenet,Stage 2 (Full),False,"('stages.1.0.dwconv', 'stages.1.2.pwconv2')",-7.546499999999995,68.664,27065576.0,19629785088.0,225.986328125
ConvNeXt,tinyimagenet,Stage 3 (Full),False,"('stages.2.0.dwconv', 'stages.2.8.pwconv2')",-14.147499999999994,62.063,17176232.0,12297879552.0,192.986328125
ConvNeXt,tinyimagenet,Stage 4 (Full),False,"('stages.3.0.dwconv', 'stages.3.2.pwconv2')",-16.287499999999994,59.923,13723688.0,19694665728.0,257.486328125
