Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
XceptionNet,tinyimagenet,Entry Flow (Full),False,"('block1.rep.0.depthwise', 'block3.rep.4.pointwise')",-15.263000000000002,57.308499999999995,19767728.0,20426096640.0,935.40625
XceptionNet,tinyimagenet,Middle Flow (Full),False,"('middle_flow.0.rep.1.depthwise', 'middle_flow.7.rep.7.pointwise')",-2.4955,70.076,8312952.0,10933846016.0,565.767578125
XceptionNet,tinyimagenet,Exit Flow (Full),False,"('block4.rep.1.depthwise', 'conv4.pointwise')",-1.571000000000005,71.00049999999999,15517704.0,22924312576.0,816.28125
XceptionNet,tinyimagenet,Entry and Middle Flow,False,"('block1.rep.0.depthwise', 'middle_flow.7.rep.7.pointwise')",-14.0185,58.553,6855920.0,7204405248.0,662.40625
XceptionNet,tinyimagenet,Middle and Exit Flow,False,"('middle_flow.0.rep.1.depthwise', 'conv4.pointwise')",-18.0855,54.486000000000004,2605896.0,9702621184.0,543.28125
