Layer,Mean Activation,Variance
stem.0,0.0286113116890192,2.5829882621765137
stem.3,-1.9998326301574707,31.76914978027344
block1.skip.0,-0.1350736618041992,6.0838823318481445
block1.rep.0.depthwise,-0.007593291811645,0.2455583363771438
block1.rep.0.pointwise,0.0308045018464326,2.598009824752808
block1.rep.3.depthwise,0.0647204220294952,0.6060618162155151
block1.rep.3.pointwise,-1.1690548658370972,16.34360122680664
block2.skip.0,-5.321938514709473,106.1862335205078
block2.rep.1.depthwise,-0.022930409759283,1.579977035522461
block2.rep.1.pointwise,-4.818032264709473,41.07184600830078
block2.rep.4.depthwise,0.0028723361901938,0.4770271480083465
block2.rep.4.pointwise,-2.2609505653381348,24.673940658569336
block3.skip.0,-8.768128395080566,236.56060791015625
block3.rep.1.depthwise,-0.0177336335182189,1.4607272148132324
block3.rep.1.pointwise,-5.446697235107422,78.7603759765625
block3.rep.4.depthwise,-0.00101436721161,0.3727371990680694
block3.rep.4.pointwise,-6.774454116821289,79.51984405517578
middle_flow.0.rep.1.depthwise,-0.03736587241292,2.123389959335327
middle_flow.0.rep.1.pointwise,-48.789093017578125,2410.0283203125
middle_flow.0.rep.4.depthwise,-0.0117255859076976,0.2040780633687973
middle_flow.0.rep.4.pointwise,1.4989973306655884,109.00125885009766
middle_flow.0.rep.7.depthwise,-0.0004448854597285,0.2324000149965286
middle_flow.0.rep.7.pointwise,0.3401943147182464,1152.1092529296875
middle_flow.1.rep.1.depthwise,-0.0965318605303764,1.7416304349899292
middle_flow.1.rep.1.pointwise,-5.428961753845215,1012.9157104492188
middle_flow.1.rep.4.depthwise,-0.0116002624854445,0.397876501083374
middle_flow.1.rep.4.pointwise,3.90956711769104,1780.2978515625
middle_flow.1.rep.7.depthwise,0.000957962765824,0.544517993927002
middle_flow.1.rep.7.pointwise,-0.7004942297935486,2353.581298828125
middle_flow.2.rep.1.depthwise,0.0735203251242637,1.7559806108474731
middle_flow.2.rep.1.pointwise,-21.68359375,1386.830322265625
middle_flow.2.rep.4.depthwise,0.0079016871750354,0.431514710187912
middle_flow.2.rep.4.pointwise,-0.1176579222083091,2005.889892578125
middle_flow.2.rep.7.depthwise,-0.0029041543602943,0.5170984864234924
middle_flow.2.rep.7.pointwise,-0.8183013796806335,2055.5712890625
middle_flow.3.rep.1.depthwise,0.103746511042118,1.5919313430786133
middle_flow.3.rep.1.pointwise,-11.39842414855957,458.4393310546875
middle_flow.3.rep.4.depthwise,-0.0118961883708834,0.2950215637683868
middle_flow.3.rep.4.pointwise,-2.4824538230896,261.3906555175781
middle_flow.3.rep.7.depthwise,-0.0170722976326942,0.7490694522857666
middle_flow.3.rep.7.pointwise,0.271391749382019,2029.81640625
middle_flow.4.rep.1.depthwise,0.0007564325351268,1.7495145797729492
middle_flow.4.rep.1.pointwise,-21.87740135192871,1354.9202880859375
middle_flow.4.rep.4.depthwise,-0.0114332791417837,0.8433511853218079
middle_flow.4.rep.4.pointwise,1.026521921157837,4342.85693359375
middle_flow.4.rep.7.depthwise,0.0009156966698355,0.4599699079990387
middle_flow.4.rep.7.pointwise,0.6651912331581116,2366.91552734375
middle_flow.5.rep.1.depthwise,0.0273655150085687,1.7292250394821167
middle_flow.5.rep.1.pointwise,-13.193719863891602,596.6777954101562
middle_flow.5.rep.4.depthwise,0.0041999877430498,0.3321182429790497
middle_flow.5.rep.4.pointwise,-3.895557403564453,289.0320129394531
middle_flow.5.rep.7.depthwise,-0.0106867831200361,0.5070774555206299
middle_flow.5.rep.7.pointwise,0.3876555860042572,773.5256958007812
middle_flow.6.rep.1.depthwise,-0.0668765380978584,1.4017612934112549
middle_flow.6.rep.1.pointwise,-8.38375186920166,301.1178894042969
middle_flow.6.rep.4.depthwise,-0.0134469699114561,0.168944627046585
middle_flow.6.rep.4.pointwise,-0.975147306919098,50.90928649902344
middle_flow.6.rep.7.depthwise,0.0054412889294326,0.2134429961442947
middle_flow.6.rep.7.pointwise,-0.6099563837051392,330.6438293457031
middle_flow.7.rep.1.depthwise,0.0346322581171989,1.196823000907898
middle_flow.7.rep.1.pointwise,-7.66410493850708,219.4597930908203
middle_flow.7.rep.4.depthwise,0.0020061701070517,0.1264323592185974
middle_flow.7.rep.4.pointwise,-0.4540117383003235,22.293581008911133
middle_flow.7.rep.7.depthwise,0.0092819379642605,0.2082132548093795
middle_flow.7.rep.7.pointwise,0.0388822853565216,249.3192443847656
block4.skip.0,-29.579856872558597,3121.697509765625
block4.rep.1.depthwise,-0.0235948450863361,1.4553430080413818
block4.rep.1.pointwise,-4.494694709777832,241.283935546875
block4.rep.4.depthwise,0.0016060249181464,0.3155328333377838
block4.rep.4.pointwise,-4.498170375823975,63.068359375
conv3.depthwise,-0.0065227933228015,0.5567246079444885
conv3.pointwise,-1.3194483518600464,164.7362823486328
conv4.depthwise,-0.0003780746774282,0.0591624677181243
conv4.pointwise,-3.834735155105591,14.358036041259766
fc,-23.107309341430664,112.88704681396484
