Layer,Mean Activation,Variance
stem.0,0.0896220281720161,1.3329931497573853
stages.0.0.dwconv,0.0699866041541099,3.612765312194824
stages.0.0.pwconv1,-2.0074851512908936,3.906225681304932
stages.0.0.pwconv2,0.0887838974595069,18.41774559020996
stages.0.1.dwconv,0.0247181951999664,2.886223554611206
stages.0.1.pwconv1,-1.4334604740142822,2.542666435241699
stages.0.1.pwconv2,0.0835448950529098,16.609418869018555
stages.0.2.dwconv,0.0639491751790046,2.5378611087799072
stages.0.2.pwconv1,-1.040781021118164,2.4064695835113525
stages.0.2.pwconv2,0.0294571369886398,22.567852020263672
downsample_layers.0.1,-0.0718879327178001,110.1894302368164
stages.1.0.dwconv,1.1033517122268677,875.86181640625
stages.1.0.pwconv1,-9.553635597229004,45.51850509643555
stages.1.0.pwconv2,-0.0762469246983528,363.6180419921875
stages.1.1.dwconv,-0.0541964285075664,751.0175170898438
stages.1.1.pwconv1,-7.642675876617432,39.979034423828125
stages.1.1.pwconv2,0.1034366488456726,363.4236450195313
stages.1.2.dwconv,1.2545326948165894,715.69873046875
stages.1.2.pwconv1,-7.783390045166016,31.29877471923828
stages.1.2.pwconv2,-0.0898362323641777,203.7759552001953
downsample_layers.1.1,-0.2293339818716049,310.8591613769531
stages.2.0.dwconv,-0.1580392271280288,750.9041137695312
stages.2.0.pwconv1,-13.785531044006348,70.9968032836914
stages.2.0.pwconv2,-0.1245016902685165,470.0100708007813
stages.2.1.dwconv,0.0945426598191261,695.3595581054688
stages.2.1.pwconv1,-10.346506118774414,56.54914474487305
stages.2.1.pwconv2,-0.1658345907926559,1048.59521484375
stages.2.2.dwconv,-0.193972110748291,761.015625
stages.2.2.pwconv1,-10.82550048828125,58.27692413330078
stages.2.2.pwconv2,-0.189186692237854,783.8226928710938
stages.2.3.dwconv,-0.1941559314727783,1111.0223388671875
stages.2.3.pwconv1,-12.872177124023438,70.83040618896484
stages.2.3.pwconv2,0.1037041470408439,689.6064453125
stages.2.4.dwconv,-0.3876669108867645,1301.2725830078125
stages.2.4.pwconv1,-15.680126190185549,81.60773468017578
stages.2.4.pwconv2,0.0849588960409164,483.8860778808594
stages.2.5.dwconv,0.517943799495697,1261.8499755859375
stages.2.5.pwconv1,-12.823375701904297,81.45366668701172
stages.2.5.pwconv2,-0.8944891691207886,1223.4542236328125
stages.2.6.dwconv,-1.2228814363479614,1765.16796875
stages.2.6.pwconv1,-15.79559326171875,78.56604766845703
stages.2.6.pwconv2,-0.0906370431184768,458.1144104003906
stages.2.7.dwconv,-0.600962221622467,1543.3782958984375
stages.2.7.pwconv1,-11.446200370788574,64.28597259521484
stages.2.7.pwconv2,-0.6471354961395264,839.5847778320312
stages.2.8.dwconv,-0.0851877406239509,2171.66796875
stages.2.8.pwconv1,-13.79786205291748,81.19612121582031
stages.2.8.pwconv2,0.0574919804930686,800.15869140625
downsample_layers.2.1,0.0024182349443435,165.4533233642578
stages.3.0.dwconv,0.02603580057621,108.65819549560548
stages.3.0.pwconv1,-27.21910095214844,340.0016784667969
stages.3.0.pwconv2,0.1285310089588165,5045.21337890625
stages.3.1.dwconv,0.2028513699769973,201.07086181640625
stages.3.1.pwconv1,-32.11991882324219,342.5197448730469
stages.3.1.pwconv2,-0.5068074464797974,2120.396240234375
stages.3.2.dwconv,0.0191474054008722,232.13954162597656
stages.3.2.pwconv1,-26.756511688232425,292.0390625
stages.3.2.pwconv2,-0.2255235463380813,2385.078125
classifier,-0.3330976068973541,17.396469116210938
