Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
VGG16,tinyimagenet,Stage 1 (Full),True,"('features.conv_1', 'features.conv_2')",-1.6679999999999993,30.9215,40694408.0,71934410752.0,422.2744140625
VGG16,tinyimagenet,Stage 2 (Full),True,"('features.conv_3', 'features.conv_4')",-2.9665,29.623,40519688.0,68033708032.0,422.2744140625
VGG16,tinyimagenet,Stage 3 (Full),True,"('features.conv_5', 'features.conv_7')",2.4215000000000018,35.011,39289864.0,58357448704.0,398.2744140625
VGG16,tinyimagenet,Stage 4 (Full),True,"('features.conv_8', 'features.conv_10')",0.7134999999999962,33.303,34963208.0,58359545856.0,410.2744140625
VGG16,tinyimagenet,Stage 5 (Full),True,"('features.conv_11', 'features.conv_13')",0.7594999999999956,33.349,33914632.0,75004116992.0,419.2744140625
VGG16,tinyimagenet,Stages 1 and 2,True,"('features.conv_1', 'features.conv_4')",-2.7730000000000015,29.816499999999998,40472904.0,57489227776.0,366.2744140625
VGG16,tinyimagenet,Stages 3 and 4,True,"('features.conv_5', 'features.conv_10')",8.543500000000002,41.133,33420808.0,34730934272.0,372.2744140625
VGG16,tinyimagenet,Stages 4 and 5,True,"('features.conv_8', 'features.conv_13')",11.0225,43.612,27880712.0,51105497088.0,391.2744140625
