Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
ConvNeXt,tinyimagenet,Stage 1 (Full),True,"('stages.0.0.dwconv', 'stages.0.2.pwconv2')",-9.768499999999996,66.44200000000001,27740936.0,19543277568.0,92.0869140625
ConvNeXt,tinyimagenet,Stage 2 (Full),True,"('stages.1.0.dwconv', 'stages.1.2.pwconv2')",-8.036999999999999,68.17349999999999,27065576.0,19629785088.0,113.0869140625
ConvNeXt,tinyimagenet,Stage 3 (Full),True,"('stages.2.0.dwconv', 'stages.2.8.pwconv2')",-12.700499999999998,63.51,17176232.0,12297879552.0,96.5869140625
ConvNeXt,tinyimagenet,Stage 4 (Full),True,"('stages.3.0.dwconv', 'stages.3.2.pwconv2')",-15.239999999999998,60.9705,13723688.0,19694665728.0,128.7431640625
