Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
InceptionNet,tinyimagenet,Stage 2 (Full),False,"('stage2.conv2', 'stage2.conv3')",-5.019499999999994,38.655,6083304.0,6634135552.0,219.814453125
InceptionNet,tinyimagenet,Stage 3 (Full),False,"('stage3.inception_3a', 'stage3.inception_3b')",-3.0464999999999947,40.628,5725512.0,6427303936.0,195.564453125
InceptionNet,tinyimagenet,Stage 4 (Full),False,"('stage4.inception_4a', 'stage4.inception_4e')",5.443500000000004,49.117999999999995,3774024.0,5841969152.0,179.939453125
InceptionNet,tinyimagenet,Stage 5 (Full),False,"('stage5.inception_5a', 'stage5.inception_5b')",2.206000000000003,45.8805,4550024.0,7891877888.0,217.111328125
InceptionNet,tinyimagenet,Stages 2 and 3,False,"('stage2.conv2', 'stage3.inception_3b')",-13.749499999999994,29.925,5343872.0,4670283776.0,204.515625
InceptionNet,tinyimagenet,Stages 3 and 4,False,"('stage3.inception_3a', 'stage4.inception_4e')",-12.881499999999996,30.793,2775968.0,3815006208.0,149.765625
