Architecture,Dataset,Candidate_Name,Quantized,Ranges,d_Acc,Accuracy,Params,FLOPs,Memory
XceptionNet,tinyimagenet,Entry Flow (Full),True,"('block1.rep.0.depthwise', 'block3.rep.4.pointwise')",-15.3335,57.238,19767728.0,20426096640.0,467.703125
XceptionNet,tinyimagenet,Middle Flow (Full),True,"('middle_flow.0.rep.1.depthwise', 'middle_flow.7.rep.7.pointwise')",-2.424999999999997,70.1465,8312952.0,10933846016.0,282.8837890625
XceptionNet,tinyimagenet,Exit Flow (Full),True,"('block4.rep.1.depthwise', 'conv4.pointwise')",-1.3825000000000074,71.189,15517704.0,22924312576.0,408.140625
XceptionNet,tinyimagenet,Entry and Middle Flow,True,"('block1.rep.0.depthwise', 'middle_flow.7.rep.7.pointwise')",-13.825499999999998,58.746,6855920.0,7204405248.0,331.203125
XceptionNet,tinyimagenet,Middle and Exit Flow,True,"('middle_flow.0.rep.1.depthwise', 'conv4.pointwise')",-17.9585,54.613,2605896.0,9702621184.0,271.640625
