model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
VGG16,Cifar100_epochs100_pretrain300,Control_Continuted,60.886,0.008944271909997777,90.926,10.807535796841016,5,1
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,67.846,0.005477225575046031,89.272,11.390139156305333,5,1
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,69.44,0.0,87.248,13.416999291943043,5,1
