model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
InceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,0.5,,99.94,,1,1
InceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,0.41000000000000003,,99.94,,1,1
InceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,0.42,,99.98,,1,1
