source_label,ConvNeXt (Finetuned),ConvNeXt (Original),InceptionNet (Finetuned),InceptionNet (Original),MobileNet (Original),RegNetX_400MF (Finetuned),RegNetX_400MF (Original),VGG16 (Finetuned),VGG16 (Original),XceptionNet (Finetuned),XceptionNet (Original)
ConvNeXt (Finetuned),0.8755,0.6432,0.5293,0.5324,0.6515,0.6529,0.7146,0.489,0.4748,0.4856,0.4993999999999999
ConvNeXt (Original),0.8784,0.8158,0.5456,0.5445,0.6633,0.6681,0.724,0.4955,0.4862999999999999,0.4993999999999999,0.5138
InceptionNet (Finetuned),0.8784,0.6535,0.7474000000000001,0.5788,0.6669,0.6691,0.7262,0.5165,0.5102,0.5181,0.5338
InceptionNet (Original),0.8781,0.6538999999999999,0.5707,0.7726999999999999,0.6651,0.6677,0.7258,0.5126999999999999,0.5038,0.515,0.5287
MobileNet (Original),0.8769,0.6476999999999999,0.5399,0.5422,0.8907,0.6729,0.7388,0.4962999999999999,0.4865,0.5025,0.5202
RegNetX_400MF (Finetuned),0.8773,0.6543,0.5443,0.5464,0.6806,0.8493999999999999,0.7603,0.5091,0.4962,0.5085999999999999,0.5285
RegNetX_400MF (Original),0.8777,0.6496,0.5364,0.5388999999999999,0.6718999999999999,0.6863,0.9175,0.4948,0.4849,0.4978,0.5194
VGG16 (Finetuned),0.8773,0.6463,0.5404,0.5411,0.6563,0.6583,0.7203999999999999,0.8972,0.5595,0.5016,0.5152
VGG16 (Original),0.8773,0.6473,0.5477000000000001,0.5472,0.6577,0.6626000000000001,0.7208,0.6123000000000001,0.8165,0.5121,0.5264
XceptionNet (Finetuned),0.878,0.6508,0.5586,0.5582,0.6724,0.6736,0.7317,0.5246999999999999,0.5171,0.7631,0.5736
XceptionNet (Original),0.877,0.6505000000000001,0.5503,0.5518000000000001,0.6725,0.6727000000000001,0.7342,0.5163,0.5102,0.5446,0.8098
