model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,0.42,0.0,99.44666666666667,0.692988696396504,3,1
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,0.51,0.0,99.23,0.9266606714434427,3,1
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,0.49,0.0,99.55,0.48754486972996197,3,1
