model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
VGG16,Cifar10_epochs100_pretrain300,Control_Continuted,92.82000000000001,0.0,57.172000000000004,25.274475662217007,5,1
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,91.67,0.0,68.20599999999999,22.69089531067472,5,1
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,91.45,0.0,63.738,24.50811539062113,5,1
