model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
InceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,56.574999999999996,0.005477225575050139,84.39666666666666,14.44371512688708,6,1
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,57.410000000000004,0.0,82.7,15.1875857199227,6,1
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,57.379999999999995,0.0,82.455,15.127955248479553,6,1
