model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
MobileNet,Cifar100_epochs100_pretrain300,Control_Continuted,43.4,0.0,90.59285714285714,9.58643436369977,7,1
