model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Control_Continuted,0.38,0.0,99.828,0.1181947545367366,5,1
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,0.37,0.0,99.694,0.46155173057848936,5,1
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,0.38999999999999996,0.0,99.668,0.5753868264046343,5,1
