model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,0.44000000000000006,0.0,99.684,0.32106074191654593,5,1
