model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,PGD,XceptionNet (Control Continued),21011852,21.728235948830843,0.5977,0.0938,0.0938,0.4023,0.9062,0.9062,0.5039,0.843065082817467,0.15693491718253302
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,PGD,XceptionNet (Pruned Finetuned),13481196,67.740684596356,0.601,0.0861,0.0861,0.399,0.9139,0.9139,0.5149,0.8567387687188021,0.143261231281198
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,PGD,XceptionNet (Pruned Finetuned Quantized),13481196,75.90093748876825,0.6015,0.0877,0.0877,0.39849999999999997,0.9123,0.9123,0.5138,0.8541978387364921,0.1458021612635079
