model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,BIM,InceptionNet (Control Continued),5991082,28.561899217311293,0.8594,0.6799,0.6799,0.14059999999999995,0.32010000000000005,0.32010000000000005,0.1795000000000001,0.2088666511519666,0.7911333488480334
InceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,InceptionNet (Pruned Finetuned),3809226,24.301142035983503,0.8634,0.68,0.68,0.13660000000000005,0.31999999999999995,0.31999999999999995,0.1833999999999999,0.21241602965021997,0.78758397034978
InceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,InceptionNet (Pruned Finetuned Quantized),3809226,18.096968962345272,0.8622,0.688,0.688,0.13780000000000003,0.31200000000000006,0.31200000000000006,0.17420000000000002,0.202041289723962,0.797958710276038
