model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,Cifar100_epochs100_pretrain300,Control_Continuted,APGD,RegNetX_400MF (Control Continued),4811012,210.25741109624505,0.3577,0.0097,0.0097,0.6423,0.9903,0.9903,0.34800000000000003,0.9728823036063741,0.027117696393625945
RegNetX_400MF,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,RegNetX_400MF (Pruned Finetuned),4032260,272.81284959753975,0.3991,0.013,0.013,0.6009,0.987,0.987,0.3861,0.9674267100977199,0.03257328990228013
RegNetX_400MF,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,RegNetX_400MF (Pruned Finetuned Quantized),4032260,283.02392687182873,0.3601,0.0159,0.0159,0.6399,0.9841,0.9841,0.34419999999999995,0.9558455984448764,0.04415440155512358
