model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
MobileNet,Cifar100_epochs3_pretrain3,Original,APGD,MobileNet (Original),3309476,0.1082,0.0008,0.0008,0.8918,0.9992,0.9992,0.10740000000000001,0.9926062846580407,0.0073937153419593345
MobileNet,Cifar100_epochs200_pretrain200,Original,APGD,MobileNet (Original),3309476,0.433,0.0198,0.0198,0.567,0.9802,0.9802,0.4132,0.9542725173210163,0.04572748267898384
MobileNet,Cifar100_epochs300_pretrain100,Original,APGD,MobileNet (Original),3309476,0.4393,0.0223,0.0223,0.5607,0.9777,0.9777,0.41700000000000004,0.9492374231732301,0.05076257682676986
MobileNet,Cifar100_epochs100_pretrain300,Original,APGD,MobileNet (Original),3309476,0.4257,0.0137,0.0137,0.5743,0.9863,0.9863,0.41200000000000003,0.9678177120037585,0.03218228799624148
