model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
VGG16,Cifar100_epochs100_pretrain300,Control_Continuted,APGD,VGG16 (Control Continued),34031780,20.472806645557284,0.6087,0.0201,0.0201,0.3913,0.9799,0.9799,0.5886,0.9669788072942336,0.03302119270576639
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,VGG16 (Pruned Finetuned),22623396,51.07197621837258,0.6785,0.0238,0.0238,0.3215,0.9762,0.9762,0.6547,0.9649226234340457,0.03507737656595431
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,VGG16 (Pruned Finetuned Quantized),22623396,36.452593677677214,0.6944,0.0382,0.0382,0.3056,0.9618,0.9618,0.6562,0.9449884792626728,0.05501152073732719
