model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
RegNetX_400MF,Cifar10_epochs100_pretrain300,Control_Continuted,74.11,0.0,79.77333333333333,17.050675841932684,6,1
RegNetX_400MF,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,78.68,0.0,78.51333333333334,17.926506259354237,6,1
RegNetX_400MF,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,77.97666666666667,0.00516397779494669,78.66,18.046380246464942,6,1
