model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,59.76666666666667,0.005163977794943181,81.40833333333335,14.433307890662716,6,1
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,60.099999999999994,0.0,82.53166666666667,15.631800173577792,6,1
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,60.150000000000006,0.0,82.585,15.268699682684176,6,1
