model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
VGG16,Cifar10_epochs100_pretrain300,Control_Continuted,BIM,VGG16 (Control Continued),33663050,185.90983031317592,0.9282,0.6747,0.6747,0.07179999999999997,0.32530000000000003,0.32530000000000003,0.25350000000000006,0.273109243697479,0.726890756302521
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,VGG16 (Pruned Finetuned),21893450,37.71456675603986,0.9167,0.5211,0.5211,0.08330000000000004,0.4789,0.4789,0.39559999999999995,0.43154794371113775,0.5684520562888623
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,VGG16 (Pruned Finetuned Quantized),21893450,41.56377369072288,0.9145,0.5916,0.5916,0.08550000000000002,0.4084,0.4084,0.32289999999999996,0.35308911973756146,0.6469108802624385
