model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,FGSM,InceptionNet (Control Continued),6083332,30.066009366419166,0.5658,0.1447,0.1447,0.43420000000000003,0.8553,0.8553,0.4211,0.7442559208200777,0.25574407917992226
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,InceptionNet (Pruned Finetuned),3901476,46.19742811191827,0.5741,0.1576,0.1576,0.42589999999999995,0.8424,0.8424,0.4165000000000001,0.7254833652673751,0.27451663473262494
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,InceptionNet (Pruned Finetuned Quantized),3901476,39.815785572864115,0.5738,0.1575,0.1575,0.4262,0.8425,0.8425,0.4163,0.72551411641687,0.27448588358313003
