model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,Cifar10_epochs100_pretrain300,Control_Continuted,CW,RegNetX_400MF (Control Continued),4776362,16.553824569564313,0.7411,0.0798,0.0798,0.2589,0.9202,0.9202,0.6613,0.8923222237214951,0.10767777627850492
RegNetX_400MF,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,CW,RegNetX_400MF (Pruned Finetuned),3997610,36.26580818090588,0.7868,0.0716,0.0716,0.21319999999999995,0.9284,0.9284,0.7152000000000001,0.9089984748347738,0.09100152516522622
RegNetX_400MF,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,CW,RegNetX_400MF (Pruned Finetuned Quantized),3997610,43.75196996843442,0.7797,0.0679,0.0679,0.22030000000000005,0.9321,0.9321,0.7118,0.9129152238040272,0.08708477619597282
