model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar100|epochs200_pretrain200,Finetuned,DeepFool,InceptionNet (Finetuned),3638308,0.5731,0.0558,0.0558,0.42689999999999995,0.9442,0.9442,0.5173000000000001,0.9026347932298029,0.09736520677019717
InceptionNet,Cifar100|epochs3_pretrain3,Finetuned,DeepFool,InceptionNet (Finetuned),4492804,0.3148,0.0158,0.0158,0.6852,0.9842,0.9842,0.29900000000000004,0.9498094027954257,0.05019059720457433
InceptionNet,Cifar100|epochs100_pretrain300,Finetuned,DeepFool,InceptionNet (Finetuned),3901476,0.5741,0.065,0.065,0.42589999999999995,0.935,0.935,0.5091000000000001,0.886779306740986,0.1132206932590141
InceptionNet,Cifar100|epochs300_pretrain100,Finetuned,DeepFool,InceptionNet (Finetuned),3638308,0.5715,0.0612,0.0612,0.4285,0.9388,0.9388,0.5103,0.8929133858267716,0.10708661417322834
InceptionNet,Cifar100|epochs200_pretrain200,Original,DeepFool,InceptionNet (Original),6083332,0.5605,0.0521,0.0521,0.4395,0.9479,0.9479,0.5084,0.9070472792149865,0.09295272078501338
InceptionNet,Cifar100|epochs3_pretrain3,Original,DeepFool,InceptionNet (Original),6083332,0.243,0.015,0.015,0.757,0.985,0.985,0.22799999999999998,0.9382716049382716,0.06172839506172839
InceptionNet,Cifar100|epochs100_pretrain300,Original,DeepFool,InceptionNet (Original),6083332,0.5489,0.0517,0.0517,0.45109999999999995,0.9483,0.9483,0.49720000000000003,0.905811623246493,0.09418837675350701
InceptionNet,Cifar100|epochs300_pretrain100,Original,DeepFool,InceptionNet (Original),6083332,0.5657,0.0553,0.0553,0.4343,0.9447,0.9447,0.5104,0.9022450061870249,0.09775499381297509
