source_model,source_kind,source_label,source_attack,target_model,target_kind,target_label,dataset,transfer_acc,transfer_success_rate,conditioned_transfer_success_rate,source_attack_success_rate,normalized_transfer_rate,normalized_conditioned_transfer_rate,same_architecture,same_kind,pair_type
VGG16,Finetuned,VGG16 (Finetuned),PGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.1918,0.8082,1.0,0.8088,0.9992581602373888,1.2363996043521266,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.226,0.774,0.8311065435409546,0.8088,0.9569732937685461,1.0275798016084998,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.1801,0.8199,0.8730729669332504,0.8088,1.0137240356083086,1.0794670708868082,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.1865,0.8135,0.8615964353084564,0.8088,1.005811078140455,1.0652774917265782,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3223,0.6777,0.754367932677269,0.8088,0.8379080118694362,0.9327002134981071,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.2732,0.7268,0.8088386505842209,0.8088,0.8986152324431257,1.0000477875670388,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.1701,0.8299,0.8908872902393341,0.8088,1.02608803165183,1.101492693174251,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.2962,0.7038,0.7872559130191803,0.8088,0.8701780415430267,0.9733628993807868,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.3059,0.6940999999999999,0.7697841674089432,0.8088,0.858184965380811,0.9517608400209486,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.1304,0.8696,0.9330250099301338,0.8088,1.0751730959446093,1.1535917531282565,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.2361,0.7639,0.8268242478370667,0.8088,0.9444856577645896,1.022285172894494,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.2756,0.7243999999999999,1.0,0.7241,1.0004143074161027,1.3810247203424941,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.23,0.77,0.8570870012044907,0.7241,1.0633890346637205,1.1836583361476187,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.18,0.8200000000000001,0.8944281488656998,0.7241,1.1324402706808454,1.2352273841537078,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.1839,0.8161,0.8895405679941177,0.7241,1.1270542742715095,1.2284775141473798,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3235,0.6765,0.785728245973587,0.7241,0.9342632233116973,1.0851101311608715,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.2742,0.7258,0.8451612889766693,0.7241,1.0023477420245823,1.1671886327533068,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.1696,0.8304,0.9092864096164703,0.7241,1.1468029277724072,1.2557470095518166,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.2988,0.7012,0.8277614861726761,0.7241,0.968374533904157,1.1431590749519074,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.3101,0.6899,0.7988269776105881,0.7241,0.9527689545642867,1.1031998033567023,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.1312,0.8688,0.949169110506773,0.7241,1.199834277033559,1.3108260053953502,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.2359,0.7641,0.8508308827877045,0.7241,1.0552409888136998,1.175018481960647,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.5394,0.4606,1.0,0.4606,1.0,2.1710811984368217,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.4843,0.5157,0.6321942508220673,0.4606,1.119626574033869,1.3725450517196423,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.3365,0.6635,0.7275179922580719,0.4606,1.440512375162831,1.579500634516005,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.2669,0.7331,0.7715827375650406,0.4606,1.5916196265740339,1.6751687745658719,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.6504,0.3496,0.41456836462020874,0.4606,0.7590099869735129,0.9000615818936359,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.6106,0.38939999999999997,0.48696041107177734,0.4606,0.8454190186712982,1.0572305928610015,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.3386,0.6614,0.72616907954216,0.4606,1.4359531046461138,1.5765720354801565,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.6215,0.37849999999999995,0.4757194519042969,0.4606,0.8217542336083368,1.0328255577600887,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.6214,0.37860000000000005,0.47122299671173096,0.4606,0.8219713417281808,1.0230633884318951,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.129,0.871,0.8799460455775261,0.4606,1.8910117238384716,1.9104343151921972,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.5014,0.49860000000000004,0.5822841823101044,0.4606,1.0825010855405992,1.264186240360626,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.1288,0.8712,1.0,0.8711,1.0001147973826197,1.1479738261967627,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.2556,0.7444,0.8146503865718842,0.8711,0.8545517162208701,0.9351973212855977,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.1931,0.8069,0.8588869571685791,0.8711,0.9263000803581678,0.9859797464913088,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.1929,0.8071,0.8436657637357712,0.8711,0.9265296751234072,0.9685062148269673,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3511,0.6489,0.7269700467586517,0.8711,0.7449202158190794,0.8345425861079689,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.3097,0.6903,0.7811954915523529,0.8711,0.7924463322236254,0.8967919774450154,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.1814,0.8186,0.8782305344939232,0.8711,0.93973137412467,1.008185666965817,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3245,0.6755,0.7624861299991608,0.8711,0.7754563195959132,0.8753141200770989,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.3292,0.6708000000000001,0.7437767684459686,0.8711,0.7700608426127885,0.8538362627091822,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.1252,0.8748,0.9180275872349739,0.8711,1.004247503156928,1.0538716418723153,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.2677,0.7323,0.8095766603946686,0.8711,0.8406612329238893,0.9293728164328648,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.0936,0.9064,0.932499997317791,,,,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.2313,0.7686999999999999,0.7606944441795349,,,,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.1769,0.8230999999999999,0.8259722292423248,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.1859,0.8141,0.8061111122369766,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3363,0.6637,0.6644444465637207,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.2818,0.7182,0.7204166650772095,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.1637,0.8363,0.8426388949155807,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3175,0.6825,0.6905555427074432,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.3206,0.6794,0.6706944406032562,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.13,0.87,0.8790277764201164,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.2342,0.7658,0.7684722244739532,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs3_pretrain3,0.1307,0.8693,0.9029268324375153,,,,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,VGG16,Original,VGG16 (Original),Cifar10_epochs3_pretrain3,0.239,0.761,0.8009756058454514,,,,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs3_pretrain3,0.1857,0.8143,0.8543089479207993,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs3_pretrain3,0.1896,0.8104,0.838373988866806,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3304,0.6696,0.7069918811321259,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs3_pretrain3,0.2901,0.7099,0.767967477440834,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,MobileNet,Original,MobileNet (Original),Cifar10_epochs3_pretrain3,0.1792,0.8208,0.8744715452194214,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs3_pretrain3,0.3013,0.6987,0.7424390316009521,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs3_pretrain3,0.3167,0.6833,0.7237398326396942,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs3_pretrain3,0.1323,0.8677,0.9091056883335114,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),DeepFool,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs3_pretrain3,0.2506,0.7494000000000001,0.806178867816925,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs100_pretrain300,0.1036,0.8964,1.0,0.8964,1.0,1.1155734047300312,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,VGG16,Original,VGG16 (Original),Cifar10_epochs100_pretrain300,0.4414,0.5586,0.5937231779098511,0.8964,0.6231593038821954,0.6623417870480266,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs100_pretrain300,0.3401,0.6598999999999999,0.6884884238243103,0.8964,0.7361668897813476,0.7680593750828986,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs100_pretrain300,0.2803,0.7197,0.747946560382843,0.8964,0.8028781793842035,0.8343892909224041,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.4594,0.5406,0.570185124874115,0.8964,0.6030789825970548,0.6360833610822345,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs100_pretrain300,0.4579,0.5421,0.5665072798728943,0.8964,0.60475234270415,0.6319804550121534,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,MobileNet,Original,MobileNet (Original),Cifar10_epochs100_pretrain300,0.3439,0.6561,0.6840750277042389,0.8964,0.7319277108433735,0.7631359077468083,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.4987,0.5013000000000001,0.5256834626197815,0.8964,0.5592369477911647,0.5864384902050218,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs100_pretrain300,0.4843,0.5157,0.5427240431308746,0.8964,0.5753012048192772,0.6054485086243582,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs100_pretrain300,0.0883,0.9117,0.911119282245636,0.8964,1.0170682730923695,1.0164204398099466,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),PGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs100_pretrain300,0.3553,0.6447,0.6643373668193817,0.8964,0.7192101740294512,0.7411170981920814,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs100_pretrain300,0.3937,0.6063000000000001,1.0,0.6061000000000001,1.0003299785513942,1.6498927569707966,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,VGG16,Original,VGG16 (Original),Cifar10_epochs100_pretrain300,0.4739,0.5261,0.7240022420883179,0.6061000000000001,0.8680085794423361,1.1945260552521328,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs100_pretrain300,0.3421,0.6578999999999999,0.7843357622623444,0.6061000000000001,1.085464444811087,1.2940698931898107,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs100_pretrain300,0.2817,0.7182999999999999,0.8231216073036194,0.6061000000000001,1.185117967332123,1.358062377996402,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.4603,0.5397000000000001,0.6960839331150055,0.6061000000000001,0.8904471209371391,1.148463839490192,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs100_pretrain300,0.46,0.54,0.6861532628536224,0.6061000000000001,0.8909420887642303,1.1320792985540709,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,MobileNet,Original,MobileNet (Original),Cifar10_epochs100_pretrain300,0.3441,0.6558999999999999,0.7768409252166748,0.6061000000000001,1.0821646592971454,1.2817042158334842,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.503,0.497,0.6529885828495026,0.6061000000000001,0.8199967002144859,1.0773611332280193,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs100_pretrain300,0.4854,0.5146,0.673412024974823,0.6061000000000001,0.8490348127371719,1.1110576224629978,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs100_pretrain300,0.0884,0.9116,0.8973205909132957,0.6061000000000001,1.504042237254578,1.4804827436286019,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs100_pretrain300,0.3545,0.6455,0.7560427188873291,0.6061000000000001,1.0650057746246493,1.2473894058527124,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs100_pretrain300,0.521,0.479,1.0,0.4789,1.0002088118605137,2.088118605136772,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,VGG16,Original,VGG16 (Original),Cifar10_epochs100_pretrain300,0.8563,0.14370000000000005,0.20418977737426758,0.4789,0.3000626435581542,0.4263724731139436,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs100_pretrain300,0.7504,0.24960000000000004,0.3359414339065552,0.4789,0.5211944038421383,0.701485558376603,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs100_pretrain300,0.6737,0.32630000000000003,0.42175668478012085,0.4789,0.6813531008561287,0.8806779803301751,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.8396,0.1604,0.21226650476455688,0.4789,0.33493422426393815,0.44323763784622444,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs100_pretrain300,0.8269,0.17310000000000003,0.23674911260604858,0.4789,0.3614533305491753,0.4943602267823107,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,MobileNet,Original,MobileNet (Original),Cifar10_epochs100_pretrain300,0.7498,0.2502,0.33897024393081665,0.4789,0.5224472750052203,0.7078100729396881,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.8621,0.13790000000000002,0.18652194738388062,0.4789,0.2879515556483609,0.3894799485986231,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs100_pretrain300,0.8497,0.1503,0.20191824436187744,0.4789,0.3138442263520568,0.4216292427685894,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs100_pretrain300,0.0799,0.9201,0.9162039384245872,0.4789,1.9212779285863437,1.913142489923966,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs100_pretrain300,0.7248,0.2752,0.3495709300041199,0.4789,0.5746502401336396,0.7299455627565669,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs100_pretrain300,0.0503,0.9497,0.999884593191382,0.9498,0.999894714676774,1.052731725827945,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,VGG16,Original,VGG16 (Original),Cifar10_epochs100_pretrain300,0.4364,0.5636,0.597922682762146,0.9498,0.5933880817014108,0.6295248291873511,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs100_pretrain300,0.3575,0.6425000000000001,0.6700519323348999,0.9498,0.6764582017266794,0.7054663427404716,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs100_pretrain300,0.3037,0.6962999999999999,0.7299480736255646,0.9498,0.7331017056222362,0.7685281886982149,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.4721,0.5279,0.5476053059101105,0.9498,0.5558012213097495,0.57654801632987,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,InceptionNet,Original,InceptionNet (Original),Cifar10_epochs100_pretrain300,0.4745,0.5255000000000001,0.545989602804184,0.9498,0.5532743735523269,0.5748469180924236,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,MobileNet,Original,MobileNet (Original),Cifar10_epochs100_pretrain300,0.3629,0.6371,0.6663589179515839,0.9498,0.6707727942724784,0.7015781406102167,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.5137,0.48629999999999995,0.5053664147853851,0.9498,0.5120025268477574,0.532076663282149,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,XceptionNet,Original,XceptionNet (Original),Cifar10_epochs100_pretrain300,0.4913,0.5086999999999999,0.5270628929138184,0.9498,0.5355864392503684,0.5549198704083158,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10_epochs100_pretrain300,0.0875,0.9125,0.9136757105588913,0.9498,0.9607285744367235,0.9619664250988538,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10_epochs100_pretrain300,0.3775,0.6225,0.6491633057594299,0.9498,0.655401137081491,0.6834736847330279,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar10_epochs100_pretrain300,0.0278,0.9722,0.9834199175238609,,,,True,True,self_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,VGG16,Original,VGG16 (Original),Cifar10_epochs100_pretrain300,0.5097,0.49029999999999996,0.47142696380615234,,,,True,False,same_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10_epochs100_pretrain300,0.349,0.651,0.641980767250061,,,,False,True,cross_arch_same_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10_epochs100_pretrain300,0.2893,0.7107,0.7086327075958252,,,,False,False,cross_arch_cross_kind
VGG16,Finetuned,VGG16 (Finetuned),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10_epochs100_pretrain300,0.4724,0.5276000000000001,0.5122140049934387,,,,False,True,cross_arch_same_kind
