model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Control_Continuted,FGSM,RegNetX_400MF (Control Continued),4849512,40.011513233184814,0.0038,0.0038,0.0038,0.9962,0.9962,0.9962,0.0,0.0,1.0
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,RegNetX_400MF (Pruned Finetuned),3624552,35.52919566864148,0.0037,0.0113,0.0113,0.9963,0.9887,0.9887,-0.007599999999999999,-2.054054054054054,3.054054054054054
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,RegNetX_400MF (Pruned Finetuned Quantized),3624552,48.87388205388561,0.0039,0.0136,0.0136,0.9961,0.9864,0.9864,-0.0097,-2.4871794871794872,3.4871794871794872
