model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,FGSM,XceptionNet (Control Continued),21011852,22.601421386934817,0.5977,0.1681,0.1681,0.4023,0.8319,0.8319,0.4296,0.7187552283754391,0.2812447716245608
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,XceptionNet (Pruned Finetuned),13481196,59.434926649555564,0.601,0.1678,0.1678,0.399,0.8322,0.8322,0.4332,0.7207986688851913,0.27920133111480866
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,XceptionNet (Pruned Finetuned Quantized),13481196,66.08711145818233,0.6015,0.1698,0.1698,0.39849999999999997,0.8302,0.8302,0.43170000000000003,0.7177057356608478,0.2822942643391521
