model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,APGD,InceptionNet (Control Continued),6083332,22.91072007501498,0.5657,0.0468,0.0468,0.4343,0.9532,0.9532,0.5189,0.917270638147428,0.08272936185257204
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,InceptionNet (Pruned Finetuned),3901476,41.02729803416878,0.5741,0.0579,0.0579,0.42589999999999995,0.9421,0.9421,0.5162000000000001,0.8991464901585091,0.10085350984149102
InceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,InceptionNet (Pruned Finetuned Quantized),3901476,29.8608924029395,0.5738,0.0601,0.0601,0.4262,0.9399,0.9399,0.5136999999999999,0.8952596723597072,0.10474032764029279
