model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar10_epochs100_pretrain300,Control_Continuted,FGSM,ConvNeXt (Control Continued),27827818,23.233115614857525,0.7568,0.3078,0.3078,0.24319999999999997,0.6921999999999999,0.6921999999999999,0.449,0.5932875264270613,0.4067124735729387
ConvNeXt,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,ConvNeXt (Pruned Finetuned),2482666,34.39858619822189,0.1013,0.0834,0.0834,0.8987,0.9166,0.9166,0.0179,0.17670286278381045,0.8232971372161896
ConvNeXt,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,ConvNeXt (Pruned Finetuned Quantized),2482666,41.69609082164243,0.1086,0.0959,0.0959,0.8914,0.9041,0.9041,0.012700000000000003,0.11694290976058934,0.8830570902394107
