model,dataset,attack,baseline_kind,variant_kind,n_baseline,n_variant,mean_asr_baseline,std_asr_baseline,mean_asr_variant,std_asr_variant,delta_asr,t_statistic,p_value_ttest,p_value_kruskal,significant_at_0.05,effect_size_abs
XceptionNet,Cifar10_epochs100_pretrain300,FGSM,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.5628,,0.5568,,-0.006000000000000005,,,,False,0.006000000000000005
XceptionNet,Cifar10_epochs100_pretrain300,FGSM,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.5628,,0.5479,,-0.014899999999999913,,,,False,0.014899999999999913
XceptionNet,Cifar10_epochs100_pretrain300,PGD,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.7654,,0.7616,,-0.0037999999999999146,,,,False,0.0037999999999999146
XceptionNet,Cifar10_epochs100_pretrain300,PGD,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.7654,,0.7531,,-0.012299999999999978,,,,False,0.012299999999999978
XceptionNet,tinyimagenet_epochs100_pretrain300,APGD,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.9999,,0.9996,,-0.00029999999999996696,,,,False,0.00029999999999996696
XceptionNet,tinyimagenet_epochs100_pretrain300,APGD,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.9999,,0.9996,,-0.00029999999999996696,,,,False,0.00029999999999996696
XceptionNet,tinyimagenet_epochs100_pretrain300,BIM,Control_Continuted,Dynamic_Region_All_Combined,2,2,0.9978,0.0,0.9977,0.0,-9.999999999998899e-05,-inf,0.0,,True,9.999999999998899e-05
XceptionNet,tinyimagenet_epochs100_pretrain300,BIM,Control_Continuted,Dynamic_Region_All_Combined_quant,2,2,0.9978,0.0,0.9978,0.0,0.0,,,,False,0.0
XceptionNet,tinyimagenet_epochs100_pretrain300,CW,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.9974,,0.9973,,-9.999999999998899e-05,,,,False,9.999999999998899e-05
XceptionNet,tinyimagenet_epochs100_pretrain300,CW,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.9974,,0.9975,,0.00010000000000010001,,,,False,0.00010000000000010001
XceptionNet,tinyimagenet_epochs100_pretrain300,DeepFool,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.9987,,0.9982,,-0.000500000000000056,,,,False,0.000500000000000056
XceptionNet,tinyimagenet_epochs100_pretrain300,DeepFool,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.9987,,0.9983,,-0.00040000000000006697,,,,False,0.00040000000000006697
XceptionNet,tinyimagenet_epochs100_pretrain300,FGSM,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.9865,,0.9816,,-0.0049000000000000155,,,,False,0.0049000000000000155
XceptionNet,tinyimagenet_epochs100_pretrain300,FGSM,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.9865,,0.9899,,0.0033999999999999586,,,,False,0.0033999999999999586
XceptionNet,tinyimagenet_epochs100_pretrain300,PGD,Control_Continuted,Dynamic_Region_All_Combined,1,1,0.9988,,0.9974,,-0.0014000000000000679,,,,False,0.0014000000000000679
XceptionNet,tinyimagenet_epochs100_pretrain300,PGD,Control_Continuted,Dynamic_Region_All_Combined_quant,1,1,0.9988,,0.9989,,9.999999999998899e-05,,,,False,9.999999999998899e-05
