model,dataset,attack,baseline_clean_acc,baseline_robust_accuracy,baseline_attack_success_rate,baseline_relative_accuracy_drop,baseline_robustness_ratio,baseline_param_count,variant_clean_acc,variant_robust_accuracy,variant_attack_success_rate,variant_relative_accuracy_drop,variant_robustness_ratio,variant_param_count,baseline_kind,variant_kind,variant_minus_baseline_attack_success_rate,variant_minus_baseline_robust_accuracy,variant_minus_baseline_relative_accuracy_drop,variant_minus_baseline_robustness_ratio,params_reduction_percent
XceptionNet,tinyimagenet_epochs100_pretrain300,FGSM,0.0042,0.0135,0.9865,-2.2142857142857144,3.2142857142857144,21216752.0,0.0051,0.0184,0.9816,-2.6078431372549016,3.6078431372549016,16544016.0,Control_Continuted,Dynamic_Region_All_Combined,-0.0049000000000000155,0.0049,-0.39355742296918717,0.39355742296918717,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,PGD,0.0042,0.0012,0.9988,0.7142857142857143,0.2857142857142857,21216752.0,0.0051,0.0026,0.9974,0.4901960784313726,0.5098039215686274,16544016.0,Control_Continuted,Dynamic_Region_All_Combined,-0.0014000000000000679,0.0014,-0.22408963585434172,0.22408963585434172,22.02380458611195
ConvNeXt,Cifar100_epochs100_pretrain300,APGD,0.4149,0.0324,0.9676,0.9219088937093276,0.0780911062906724,27897028.0,0.0102,0.0027,0.9973,0.7352941176470589,0.2647058823529412,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.02969999999999995,-0.029699999999999997,-0.18661477606226873,0.18661477606226878,90.85251661933307
ConvNeXt,Cifar100_epochs100_pretrain300,BIM,0.4149,0.2317,0.7683,0.4415521812484936,0.5584478187515064,27897028.0,0.009049999999999999,0.0037,0.9963,0.5914037662020054,0.40859623379799465,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.22799999999999998,-0.22799999999999998,0.1498515849535118,-0.14985158495351175,90.85251661933307
ConvNeXt,Cifar100_epochs100_pretrain300,CW,0.4149,0.0021,0.9979,0.994938539407086,0.0050614605929139,27897028.0,0.0089,0.0,1.0,1.0,0.0,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0020999999999999908,-0.0021,0.005061460592914013,-0.0050614605929139,90.85251661933307
ConvNeXt,Cifar100_epochs100_pretrain300,DeepFool,0.4149,0.0464,0.9536,0.8881658230899012,0.1118341769100988,27897028.0,0.0084,0.0008,0.9992,0.9047619047619048,0.0952380952380952,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.045599999999999974,-0.045599999999999995,0.01659608167200355,-0.01659608167200359,90.85251661933307
ConvNeXt,Cifar100_epochs100_pretrain300,FGSM,0.4149,0.0948,0.9052,0.7715112075198843,0.2284887924801157,27897028.0,0.0109,0.0075,0.9925,0.3119266055045872,0.6880733944954128,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.08730000000000004,-0.08729999999999999,-0.45958460201529716,0.45958460201529716,90.85251661933307
ConvNeXt,Cifar100_epochs100_pretrain300,PGD,0.4149,0.0521,0.9479,0.8744275729091348,0.1255724270908652,27897028.0,0.0083,0.0022,0.9978,0.7349397590361445,0.2650602409638554,2551876.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.049900000000000055,-0.0499,-0.13948781387299025,0.1394878138729902,90.85251661933307
ConvNeXt,Cifar10_epochs100_pretrain300,APGD,0.7568,0.1417,0.8583000000000001,0.8127642706131077,0.1872357293868921,27827818.0,0.1011,0.0115,0.9885,0.8862512363996043,0.1137487636003956,2482666.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.13019999999999998,-0.13019999999999998,0.0734869657864966,-0.0734869657864965,91.07847406505246
ConvNeXt,Cifar10_epochs100_pretrain300,BIM,0.7568,0.5734,0.4266,0.2423361522198731,0.7576638477801269,27827818.0,0.10985,0.049699999999999994,0.9503,0.5469671730356447,0.4530328269643552,2482666.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.5237,-0.5237,0.3046310208157716,-0.30463102081577165,91.07847406505246
ConvNeXt,Cifar10_epochs100_pretrain300,CW,0.7568,0.0052,0.9948,0.9931289640591966,0.0068710359408033,27827818.0,0.0976,0.0101,0.9899,0.896516393442623,0.103483606557377,2482666.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0049000000000000155,0.0049,-0.09661257061657358,0.0966125706165737,91.07847406505246
ConvNeXt,Cifar10_epochs100_pretrain300,FGSM,0.7568,0.3078,0.6921999999999999,0.5932875264270613,0.4067124735729387,27827818.0,0.1086,0.0959,0.9041,0.1169429097605893,0.8830570902394107,2482666.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.2119000000000001,-0.21190000000000003,-0.476344616666472,0.476344616666472,91.07847406505246
ConvNeXt,Cifar10_epochs100_pretrain300,PGD,0.7568,0.1999,0.8001,0.7358615221987316,0.2641384778012685,27827818.0,0.1141,0.0444,0.9556,0.6108676599474144,0.3891323400525855,2482666.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.15549999999999997,-0.1555,-0.12499386225131714,0.12499386225131703,91.07847406505246
ConvNeXt,tinyimagenet_epochs100_pretrain300,APGD,0.0045,0.0001,0.9999,0.9777777777777776,0.0222222222222222,27973928.0,0.0,0.0,1.0,,,8892008.0,Control_Continuted,Dynamic_Region_All_Combined_quant,9.999999999998899e-05,-0.0001,,,68.21323054810179
ConvNeXt,tinyimagenet_epochs100_pretrain300,BIM,0.0045,0.0017,0.9983,0.6222222222222221,0.3777777777777777,27973928.0,0.00785,0.00075,0.99925,0.9404761904761905,0.0595238095238095,8892008.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0009500000000000064,-0.0009499999999999999,0.31825396825396834,-0.31825396825396823,68.21323054810179
ConvNeXt,tinyimagenet_epochs100_pretrain300,DeepFool,0.0045,0.0007,0.9993,0.8444444444444444,0.1555555555555555,27973928.0,0.0,0.0,1.0,,,8892008.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0007000000000000339,-0.0007,,,68.21323054810179
ConvNeXt,tinyimagenet_epochs100_pretrain300,FGSM,0.0045,0.0131,0.9869,-1.9111111111111112,2.9111111111111114,27973928.0,0.0,0.0,1.0,,,8892008.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0131,-0.0131,,,68.21323054810179
ConvNeXt,tinyimagenet_epochs100_pretrain300,PGD,0.0045,0.0009,0.9991,0.8,0.2,27973928.0,0.0,0.0,1.0,,,8892008.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0009000000000000119,-0.0009,,,68.21323054810179
InceptionNet,Cifar100_epochs100_pretrain300,APGD,0.5658,0.0469,0.9531,0.917108518911276,0.0828914810887239,6083332.0,0.5736,0.06,0.94,0.8953974895397491,0.104602510460251,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0131,0.0131,-0.021711029371526913,0.021711029371527094,35.8661338884677
InceptionNet,Cifar100_epochs100_pretrain300,BIM,0.5658,0.3333,0.6667000000000001,0.4109225874867444,0.5890774125132556,6083332.0,0.5738,0.3624,0.6376,0.3684210526315789,0.6315789473684211,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.029100000000000126,0.029100000000000015,-0.042501534855165446,0.0425015348551655,35.8661338884677
InceptionNet,Cifar100_epochs100_pretrain300,CW,0.5658,0.003,0.997,0.9946977730646872,0.0053022269353128,6083332.0,0.5738,0.0217,0.9783,0.9621819449285464,0.0378180550714534,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.01870000000000005,0.0187,-0.032515828136140845,0.0325158281361406,35.8661338884677
InceptionNet,Cifar100_epochs100_pretrain300,DeepFool,0.5658,0.0621,0.9379,0.8902439024390243,0.1097560975609756,6083332.0,0.5738,0.0668,0.9332,0.8835831300104566,0.1164168699895434,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0046999999999999265,0.004699999999999996,-0.006660772428567663,0.006660772428567802,35.8661338884677
InceptionNet,Cifar100_epochs100_pretrain300,FGSM,0.5658,0.1447,0.8553,0.7442559208200777,0.2557440791799222,6083332.0,0.5738,0.1575,0.8425,0.72551411641687,0.27448588358313,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.012799999999999923,0.012800000000000006,-0.018741804403207718,0.018741804403207774,35.8661338884677
InceptionNet,Cifar100_epochs100_pretrain300,PGD,0.5658,0.0724,0.9276,0.872039589961117,0.127960410038883,6083332.0,0.5738,0.0862,0.9138,0.8497734402230742,0.1502265597769257,3901476.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.013800000000000034,0.013799999999999993,-0.02226614973804275,0.022266149738042695,35.8661338884677
InceptionNet,Cifar10_epochs100_pretrain300,APGD,0.8596,0.1791,0.8209,0.7916472778036295,0.2083527221963704,5991082.0,0.862,0.1927,0.8073,0.7764501160092807,0.2235498839907192,3809226.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.013599999999999945,0.013600000000000001,-0.015197161794348824,0.015197161794348796,36.41839654339567
InceptionNet,Cifar10_epochs100_pretrain300,BIM,0.8596,0.6798,0.3202,0.2091670544439274,0.7908329455560725,5991082.0,0.862,0.688,0.312,0.2018561484918794,0.7981438515081206,3809226.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.008199999999999985,0.008199999999999985,-0.007310905952048002,0.007310905952048086,36.41839654339567
InceptionNet,Cifar10_epochs100_pretrain300,CW,0.8596,0.0122,0.9878,0.9858073522568636,0.0141926477431363,5991082.0,0.862,0.0184,0.9816,0.9786542923433876,0.0213457076566125,3809226.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.006199999999999983,0.006199999999999999,-0.007153059913475923,0.007153059913476199,36.41839654339567
InceptionNet,Cifar10_epochs100_pretrain300,FGSM,0.8596,0.4081,0.5919,0.5252442996742671,0.4747557003257329,5991082.0,0.862,0.4251,0.5749,0.5068445475638051,0.4931554524361948,3809226.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.017000000000000015,0.01699999999999996,-0.018399752110461964,0.01839975211046191,36.41839654339567
InceptionNet,Cifar10_epochs100_pretrain300,PGD,0.8596,0.252,0.748,0.7068403908794788,0.2931596091205212,5991082.0,0.862,0.2649,0.7351,0.692691415313225,0.3073085846867749,3809226.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.012900000000000023,0.012900000000000023,-0.01414897556625383,0.014148975566253719,36.41839654339567
InceptionNet,tinyimagenet_epochs100_pretrain300,APGD,0.005,0.0006,0.9994,0.88,0.1199999999999999,6185832.0,0.0042,0.0002,0.9998,0.9523809523809524,0.0476190476190476,4431352.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.00040000000000006697,-0.00039999999999999996,0.07238095238095243,-0.0723809523809523,28.362878267628343
InceptionNet,tinyimagenet_epochs100_pretrain300,BIM,0.005,0.0023,0.9977,0.54,0.4599999999999999,6185832.0,0.0042,0.0021,0.9979,0.5,0.5,4431352.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.00019999999999997797,-0.0002000000000000001,-0.040000000000000036,0.04000000000000009,28.362878267628343
InceptionNet,tinyimagenet_epochs100_pretrain300,CW,0.005,0.0029,0.9971,0.42,0.58,6185832.0,0.0042,0.0027,0.9973,0.3571428571428571,0.6428571428571429,4431352.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.00019999999999997797,-0.00019999999999999966,-0.06285714285714289,0.06285714285714294,28.362878267628343
InceptionNet,tinyimagenet_epochs100_pretrain300,FGSM,0.005,0.0091,0.9909,-0.8200000000000001,1.82,6185832.0,0.0042,0.0073,0.9927,-0.7380952380952382,1.738095238095238,4431352.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0018000000000000238,-0.0018000000000000004,0.08190476190476181,-0.08190476190476215,28.362878267628343
InceptionNet,tinyimagenet_epochs100_pretrain300,PGD,0.005,0.0018,0.9982,0.64,0.36,6185832.0,0.0042,0.0015,0.9985,0.6428571428571428,0.3571428571428571,4431352.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.000300000000000078,-0.0002999999999999999,0.0028571428571427804,-0.0028571428571428914,28.362878267628343
RegNetX_400MF,Cifar100_epochs100_pretrain300,APGD,0.3577,0.0097,0.9903,0.972882303606374,0.0271176963936259,4811012.0,0.3601,0.0159,0.9841,0.9558455984448764,0.0441544015551235,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.006199999999999983,0.006200000000000001,-0.01703670516149758,0.0170367051614976,16.18686463471719
RegNetX_400MF,Cifar100_epochs100_pretrain300,BIM,0.3577,0.1826,0.8174,0.4895163544870002,0.5104836455129997,4811012.0,0.3601,0.1928,0.8072,0.4645931685642877,0.5354068314357123,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.010199999999999987,0.010199999999999987,-0.024923185922712532,0.024923185922712587,16.18686463471719
RegNetX_400MF,Cifar100_epochs100_pretrain300,CW,0.3577,0.0011,0.9989,0.9969247973161868,0.0030752026838132,4811012.0,0.3601,0.0017,0.9983,0.9952790891419052,0.0047209108580949,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0006000000000000449,0.0005999999999999998,-0.0016457081742815571,0.0016457081742816998,16.18686463471719
RegNetX_400MF,Cifar100_epochs100_pretrain300,DeepFool,0.3577,0.0202,0.9798,0.9435280961699748,0.0564719038300251,4811012.0,0.3601,0.023,0.977,0.936128853096362,0.0638711469036378,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0028000000000000247,0.0028000000000000004,-0.007399243073612838,0.007399243073612692,16.18686463471719
RegNetX_400MF,Cifar100_epochs100_pretrain300,FGSM,0.3577,0.0607,0.9393,0.8303047246295779,0.1696952753704221,4811012.0,0.3601,0.0638,0.9362,0.8228269925020828,0.1771730074979172,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0030999999999999917,0.0030999999999999986,-0.00747773212749514,0.0074777321274951125,16.18686463471719
RegNetX_400MF,Cifar100_epochs100_pretrain300,PGD,0.3577,0.0241,0.9759,0.9326251048364552,0.0673748951635448,4811012.0,0.3599,0.0322,0.9678,0.910530702973048,0.0894692970269519,4032260.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.008099999999999996,0.0081,-0.022094401863407276,0.022094401863407095,16.18686463471719
RegNetX_400MF,Cifar10_epochs100_pretrain300,APGD,0.7411,0.0866,0.9134,0.8831466738631764,0.1168533261368236,4776362.0,0.7797,0.0895,0.9105,0.8852122611260741,0.1147877388739258,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0029000000000000137,0.0029,0.002065587262897739,-0.0020655872628978084,16.30429184387615
RegNetX_400MF,Cifar10_epochs100_pretrain300,BIM,0.7411,0.5198,0.4801999999999999,0.2986101740655781,0.7013898259344219,4776362.0,0.7797,0.5431,0.4569,0.3034500448890598,0.6965499551109402,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.023299999999999932,0.023299999999999987,0.004839870823481696,-0.004839870823481696,16.30429184387615
RegNetX_400MF,Cifar10_epochs100_pretrain300,CW,0.7411,0.0798,0.9202,0.8923222237214951,0.1076777762785049,4776362.0,0.7797,0.0679,0.9321,0.9129152238040272,0.0870847761959728,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.011900000000000022,-0.011899999999999994,0.020593000082532176,-0.020593000082532106,16.30429184387615
RegNetX_400MF,Cifar10_epochs100_pretrain300,DeepFool,0.7411,0.1108,0.8892,0.8504925111321009,0.149507488867899,4776362.0,0.7797,0.1312,0.8688,0.8317301526228037,0.1682698473771963,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.020399999999999974,0.020400000000000015,-0.018762358509297195,0.018762358509297306,16.30429184387615
RegNetX_400MF,Cifar10_epochs100_pretrain300,FGSM,0.7411,0.2719,0.7281,0.6331129402239913,0.3668870597760086,4776362.0,0.7797,0.2974,0.7026,0.6185712453507759,0.3814287546492241,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.025499999999999967,0.025500000000000023,-0.014541694873215438,0.014541694873215494,16.30429184387615
RegNetX_400MF,Cifar10_epochs100_pretrain300,PGD,0.7411,0.1416,0.8584,0.8089326676561867,0.1910673323438132,4776362.0,0.7797,0.1474,0.8526,0.8109529306143388,0.1890470693856611,3997610.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.005800000000000027,0.0058,0.0020202629581521636,-0.002020262958152108,16.30429184387615
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,APGD,0.0038,0.0001,0.9999,0.9736842105263158,0.0263157894736842,4849512.0,0.0039,0.0,1.0,1.0,0.0,3624552.0,Control_Continuted,Dynamic_Region_All_Combined_quant,9.999999999998899e-05,-0.0001,0.02631578947368418,-0.0263157894736842,25.25944878577473
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,CW,0.0038,0.0013,0.9987,0.6578947368421053,0.3421052631578947,4849512.0,0.0039,0.0012,0.9988,0.6923076923076924,0.3076923076923076,3624552.0,Control_Continuted,Dynamic_Region_All_Combined_quant,9.999999999998899e-05,-0.00010000000000000005,0.03441295546558709,-0.03441295546558709,25.25944878577473
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,DeepFool,0.0038,0.0008,0.9992,0.7894736842105263,0.2105263157894737,4849512.0,0.0039,0.0005,0.9995,0.8717948717948718,0.1282051282051282,3624552.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.000300000000000078,-0.00030000000000000003,0.08232118758434548,-0.0823211875843455,25.25944878577473
RegNetX_400MF,tinyimagenet_epochs100_pretrain300,PGD,0.0038,0.0008,0.9992,0.7894736842105263,0.2105263157894737,4849512.0,0.0039,0.0004,0.9996,0.8974358974358974,0.1025641025641025,3624552.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.00040000000000006697,-0.0004,0.10796221322537103,-0.1079622132253712,25.25944878577473
VGG16,Cifar100_epochs100_pretrain300,APGD,0.6087,0.0201,0.9799,0.9669788072942336,0.0330211927057663,34031780.0,0.6944,0.0382,0.9618,0.9449884792626728,0.0550115207373271,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.018100000000000005,0.018099999999999998,-0.021990328031560757,0.021990328031560806,33.522736689059464
VGG16,Cifar100_epochs100_pretrain300,BIM,0.6087,0.2666,0.7334,0.5620174141613274,0.4379825858386725,34031780.0,0.6944,0.3265,0.6735,0.5298099078341014,0.4701900921658986,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.059900000000000064,0.05990000000000001,-0.03220750632722602,0.032207506327226076,33.522736689059464
VGG16,Cifar100_epochs100_pretrain300,CW,0.6087,0.0018,0.9982,0.9970428782651553,0.0029571217348447,34031780.0,0.6944,0.0008,0.9992,0.998847926267281,0.0011520737327188,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0010000000000000009,-0.001,0.0018050480021257753,-0.0018050480021259,33.522736689059464
VGG16,Cifar100_epochs100_pretrain300,DeepFool,0.6087,0.0598,0.9402,0.9017578445868244,0.0982421554131756,34031780.0,0.6944,0.1117,0.8883,0.8391417050691244,0.1608582949308755,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.05190000000000006,0.051899999999999995,-0.06261613951769995,0.0626161395176999,33.522736689059464
VGG16,Cifar100_epochs100_pretrain300,FGSM,0.6087,0.1206,0.8794,0.8018728437654017,0.1981271562345983,34031780.0,0.6944,0.202,0.798,0.7091013824884792,0.2908986175115207,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.08139999999999992,0.08140000000000001,-0.09277146127692248,0.09277146127692237,33.522736689059464
VGG16,Cifar100_epochs100_pretrain300,PGD,0.6087,0.038,0.962,0.9375718744866108,0.0624281255133891,34031780.0,0.6944,0.0645,0.9355,0.9071140552995391,0.0928859447004608,22623396.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.026499999999999968,0.026500000000000003,-0.03045781918707169,0.030457819187071695,33.522736689059464
VGG16,Cifar10_epochs100_pretrain300,BIM,0.9282,0.67475,0.32525,0.2730553759965525,0.7269446240034475,33663050.0,0.9145,0.59155,0.40845,0.353143794423182,0.6468562055768179,21893450.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0832,-0.08319999999999994,0.0800884184266295,-0.08008841842662962,34.96296384314552
VGG16,Cifar10_epochs100_pretrain300,DeepFool,0.9282,0.1873,0.8127,0.7982115923292393,0.2017884076707606,33663050.0,0.9145,0.2381,0.7619,0.7396391470749043,0.2603608529250957,21893450.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.050799999999999956,0.05080000000000001,-0.058572445254335026,0.05857244525433511,34.96296384314552
VGG16,Cifar10_epochs100_pretrain300,FGSM,0.9282,0.4449,0.5550999999999999,0.5206851971557854,0.4793148028442146,33663050.0,0.9145,0.4152,0.5848,0.545981410606889,0.454018589393111,21893450.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.02970000000000006,-0.029700000000000004,0.025296213451103555,-0.02529621345110361,34.96296384314552
VGG16,Cifar10_epochs100_pretrain300,PGD,0.9282,0.219,0.781,0.7640594699418229,0.2359405300581771,33663050.0,0.9145,0.1414,0.8586,0.845379989065063,0.1546200109349371,21893450.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0776,-0.0776,0.08132051912324001,-0.08132051912324001,34.96296384314552
XceptionNet,Cifar100_epochs100_pretrain300,APGD,0.5977,0.065,0.935,0.8912497908649823,0.1087502091350175,21011852.0,0.6015,0.0608,0.9392,0.8989193682460516,0.1010806317539484,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0041999999999999815,-0.004200000000000002,0.007669577381069215,-0.007669577381069104,35.840039231192
XceptionNet,Cifar100_epochs100_pretrain300,BIM,0.5977,0.3652,0.6348,0.3889911326752551,0.6110088673247449,21011852.0,0.6015,0.3593,0.6407,0.4026600166251039,0.597339983374896,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.005900000000000016,-0.005900000000000016,0.013668883949848831,-0.013668883949848887,35.840039231192
XceptionNet,Cifar100_epochs100_pretrain300,CW,0.5977,0.0575,0.9425,0.9037978919190228,0.096202108080977,21011852.0,0.6015,0.0078,0.9922,0.9870324189526184,0.0129675810473815,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.049699999999999966,-0.0497,0.08323452703359557,-0.08323452703359549,35.840039231192
XceptionNet,Cifar100_epochs100_pretrain300,DeepFool,0.5976,0.0686,0.9314,0.8852074966532798,0.1147925033467202,21011852.0,0.6015,0.0693,0.9307,0.884788029925187,0.1152119700748129,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0007000000000000339,0.0007000000000000062,-0.00041946672809278773,0.00041946672809270447,35.840039231192
XceptionNet,Cifar100_epochs100_pretrain300,FGSM,0.5977,0.1681,0.8319,0.7187552283754391,0.2812447716245608,21011852.0,0.6015,0.1698,0.8302,0.7177057356608478,0.2822942643391521,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.0016999999999999238,0.001700000000000007,-0.0010494927145913158,0.0010494927145913158,35.840039231192
XceptionNet,Cifar100_epochs100_pretrain300,PGD,0.5977,0.0939,0.9061,0.8428977748034131,0.1571022251965869,21011852.0,0.6015,0.0879,0.9121,0.8538653366583542,0.1461346633416458,13481196.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.006000000000000005,-0.0059999999999999915,0.010967561854941077,-0.010967561854941105,35.840039231192
XceptionNet,Cifar10_epochs100_pretrain300,APGD,0.8832,0.1548,0.8452,0.8247282608695652,0.1752717391304347,20827442.0,0.8861,0.1671,0.8329,0.811420832863108,0.188579167136892,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.012299999999999978,0.012300000000000005,-0.013307428006457234,0.01330742800645729,46.25605007086324
XceptionNet,Cifar10_epochs100_pretrain300,BIM,0.8832,0.6645,0.3355,0.2476222826086956,0.7523777173913043,20827442.0,0.8861,0.6722,0.3278,0.2413948764247827,0.7586051235752173,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.00770000000000004,0.00770000000000004,-0.006227406183912904,0.006227406183912931,46.25605007086324
XceptionNet,Cifar10_epochs100_pretrain300,CW,0.8832,0.0114,0.9886,0.987092391304348,0.0129076086956521,20827442.0,0.8861,0.041,0.959,0.953729827333258,0.0462701726667419,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.02960000000000007,0.0296,-0.03336256397109005,0.033362563971089804,46.25605007086324
XceptionNet,Cifar10_epochs100_pretrain300,DeepFool,0.8832,0.2367,0.7633,0.7319972826086957,0.2680027173913043,20827442.0,0.8861,0.2458,0.7542,0.7226046721588986,0.2773953278411014,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.009099999999999997,0.009099999999999997,-0.009392610449797112,0.009392610449797056,46.25605007086324
XceptionNet,Cifar10_epochs100_pretrain300,FGSM,0.8832,0.4372,0.5628,0.5049818840579711,0.495018115942029,20827442.0,0.8861,0.4521,0.5479,0.4897867057894143,0.5102132942105857,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.014899999999999913,0.014900000000000024,-0.015195178268556764,0.015195178268556708,46.25605007086324
XceptionNet,Cifar10_epochs100_pretrain300,PGD,0.8832,0.2346,0.7654,0.734375,0.265625,20827442.0,0.8861,0.2469,0.7531,0.7213632772824737,0.2786367227175262,11193490.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.012299999999999978,0.012300000000000005,-0.013011722717526264,0.013011722717526208,46.25605007086324
XceptionNet,tinyimagenet_epochs100_pretrain300,APGD,0.0042,0.0001,0.9999,0.9761904761904762,0.0238095238095238,21216752.0,0.0049,0.0004,0.9996,0.9183673469387754,0.0816326530612245,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.00029999999999996696,0.00030000000000000003,-0.057823129251700744,0.057823129251700696,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,BIM,0.0042,0.0022,0.9978,0.4761904761904761,0.5238095238095238,21216752.0,0.0049,0.0022,0.9978,0.5510204081632653,0.4489795918367347,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0,0.0,0.07482993197278914,-0.07482993197278914,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,CW,0.0042,0.0026,0.9974,0.3809523809523809,0.6190476190476191,21216752.0,0.0049,0.0025,0.9975,0.4897959183673469,0.5102040816326531,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.00010000000000010001,-9.999999999999983e-05,0.10884353741496605,-0.108843537414966,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,DeepFool,0.0042,0.0013,0.9987,0.6904761904761905,0.3095238095238095,21216752.0,0.0049,0.0017,0.9983,0.6530612244897959,0.3469387755102041,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,-0.00040000000000006697,0.00039999999999999996,-0.0374149659863946,0.0374149659863946,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,FGSM,0.0042,0.0135,0.9865,-2.2142857142857144,3.2142857142857144,21216752.0,0.0049,0.0101,0.9899,-1.0612244897959184,2.061224489795918,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,0.0033999999999999586,-0.0034000000000000002,1.153061224489796,-1.1530612244897962,22.02380458611195
XceptionNet,tinyimagenet_epochs100_pretrain300,PGD,0.0042,0.0012,0.9988,0.7142857142857143,0.2857142857142857,21216752.0,0.0049,0.0011,0.9989,0.7755102040816326,0.2244897959183673,16544016.0,Control_Continuted,Dynamic_Region_All_Combined_quant,9.999999999998899e-05,-9.999999999999983e-05,0.061224489795918324,-0.06122448979591841,22.02380458611195
