model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,CW,InceptionNet (Control Continued),5991082,0.8594,0.0589,0.0589,0.14059999999999995,0.9411,0.9411,0.8005000000000001,0.9314638119618339,0.06853618803816616
InceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,CW,InceptionNet (Pruned Finetuned),3809226,0.8634,0.0704,0.0704,0.13660000000000005,0.9296,0.9296,0.7929999999999999,0.9184618948343757,0.08153810516562429
InceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,CW,InceptionNet (Pruned Finetuned Quantized),3809226,0.8621,0.0695,0.0695,0.13790000000000002,0.9305,0.9305,0.7926,0.9193829022155202,0.08061709778447977
