model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),21011852,23.669140436686575,0.5977,0.3652,0.3652,0.4023,0.6348,0.6348,0.23249999999999998,0.3889911326752551,0.6110088673247449
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),13481196,66.05586932273582,0.601,0.3648,0.3648,0.399,0.6352,0.6352,0.23619999999999997,0.39301164725457566,0.6069883527454243
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),13481196,61.91574279218912,0.6015,0.3593,0.3593,0.39849999999999997,0.6407,0.6407,0.24220000000000003,0.4026600166251039,0.597339983374896
