model,dataset,variant,clean_accuracy_mean,clean_accuracy_std,attack_success_rate_mean,attack_success_rate_std,sample_count,model_count
ConvNeXt,tinyimagenet_epochs100_pretrain300,Control_Continuted,0.45,0.0,99.65,0.540740233383829,5,1
